# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   8.186103e-01   9.900990e-03   5.231737e+00   0.000000e+00   nan
      1   8.349825e-01   1.030099e-02   5.129155e+00   0.000000e+00   nan
      2   8.516821e-01   1.071715e-02   5.028584e+00   0.000000e+00   nan
      3   8.687157e-01   1.115012e-02   4.929985e+00   0.000000e+00   nan
      4   8.860900e-01   1.160059e-02   4.833320e+00   0.000000e+00   nan
      5   9.038118e-01   1.206925e-02   4.738550e+00   0.000000e+00   nan
      6   9.218880e-01   1.255685e-02   4.645639e+00   0.000000e+00   nan
      7   9.403257e-01   1.306415e-02   4.554549e+00   0.000000e+00   nan
      8   9.591322e-01   1.359194e-02   4.465246e+00   0.000000e+00   nan
      9   9.783148e-01   1.414105e-02   4.377694e+00   0.000000e+00   nan
     10   9.978810e-01   1.471235e-02   4.291859e+00   0.000000e+00   nan
     11   1.017839e+00   1.530673e-02   4.207707e+00   0.000000e+00   nan
     12   1.038195e+00   1.592512e-02   4.125206e+00   0.000000e+00   nan
     13   1.058959e+00   1.656850e-02   4.044322e+00   0.000000e+00   nan
     14   1.080138e+00   1.723787e-02   3.965025e+00   0.000000e+00   nan
     15   1.101741e+00   1.793428e-02   3.887282e+00   0.000000e+00   nan
     16   1.123775e+00   1.865882e-02   3.811065e+00   0.000000e+00   nan
     17   1.146251e+00   1.941264e-02   3.736342e+00   0.000000e+00   nan
     18   1.169176e+00   2.019691e-02   3.663085e+00   0.000000e+00   nan
     19   1.192559e+00   2.101286e-02   3.591265e+00   0.000000e+00   nan
     20   1.216410e+00   2.186178e-02   3.520853e+00   0.000000e+00   nan
     21   1.240738e+00   2.274500e-02   3.451823e+00   0.000000e+00   nan
     22   1.265552e+00   2.366390e-02   3.384147e+00   0.000000e+00   nan
     23   1.290863e+00   2.461992e-02   3.317799e+00   0.000000e+00   nan
     24   1.316680e+00   2.561457e-02   3.252752e+00   0.000000e+00   nan
     25   1.343013e+00   2.664940e-02   3.188981e+00   0.000000e+00   nan
     26   1.369872e+00   2.772604e-02   3.126462e+00   0.000000e+00   nan
     27   1.397269e+00   2.884617e-02   3.065170e+00   0.000000e+00   nan
     28   1.425214e+00   3.001156e-02   3.005081e+00   0.000000e+00   nan
     29   1.453717e+00   3.122403e-02   2.946171e+00   0.000000e+00   nan
     30   1.482790e+00   3.248548e-02   2.888418e+00   0.000000e+00   nan
     31   1.512445e+00   3.379790e-02   2.831798e+00   0.000000e+00   nan
     32   1.542693e+00   3.516334e-02   2.776291e+00   0.000000e+00   nan
     33   1.573545e+00   3.658394e-02   2.721874e+00   0.000000e+00   nan
     34   1.605014e+00   3.806194e-02   2.668526e+00   0.000000e+00   nan
     35   1.637112e+00   3.959965e-02   2.616226e+00   0.000000e+00   nan
     36   1.669852e+00   4.119948e-02   2.564954e+00   0.000000e+00   nan
     37   1.703247e+00   4.286395e-02   2.514690e+00   0.000000e+00   nan
     38   1.737308e+00   4.459567e-02   2.465415e+00   0.000000e+00   nan
     39   1.772051e+00   4.639735e-02   2.417110e+00   0.000000e+00   nan
     40   1.807488e+00   4.827181e-02   2.369755e+00   0.000000e+00   nan
     41   1.843633e+00   5.022201e-02   2.323334e+00   0.000000e+00   nan
     42   1.880500e+00   5.225101e-02   2.277826e+00   0.000000e+00   nan
     43   1.918104e+00   5.436197e-02   2.233217e+00   0.000000e+00   nan
     44   1.956459e+00   5.655822e-02   2.189487e+00   0.000000e+00   nan
     45   1.995580e+00   5.884321e-02   2.146621e+00   0.000000e+00   nan
     46   2.035482e+00   6.122052e-02   2.104603e+00   0.000000e+00   nan
     47   2.076181e+00   6.369387e-02   2.063416e+00   0.000000e+00   nan
     48   2.117693e+00   6.626716e-02   2.023044e+00   0.000000e+00   nan
     49   2.160032e+00   6.894442e-02   1.983474e+00   0.000000e+00   nan
     50   2.203217e+00   7.172985e-02   1.944689e+00   0.000000e+00   nan
     51   2.247262e+00   7.462783e-02   1.906676e+00   0.000000e+00   nan
     52   2.292186e+00   7.764290e-02   1.869421e+00   0.000000e+00   nan
     53   2.338005e+00   8.077980e-02   1.832909e+00   0.000000e+00   nan
     54   2.384737e+00   8.404345e-02   1.797129e+00   0.000000e+00   nan
     55   2.432399e+00   8.743897e-02   1.762066e+00   0.000000e+00   nan
     56   2.481009e+00   9.097170e-02   1.727710e+00   0.000000e+00   nan
     57   2.530586e+00   9.464719e-02   1.694047e+00   0.000000e+00   nan
     58   2.581149e+00   9.847121e-02   1.661067e+00   0.000000e+00   nan
     59   2.632715e+00   1.024498e-01   1.628757e+00   0.000000e+00   nan
     60   2.685304e+00   1.065891e-01   1.597109e+00   0.000000e+00   nan
     61   2.738936e+00   1.108958e-01   1.566110e+00   0.000000e+00   nan
     62   2.793628e+00   1.153765e-01   1.535753e+00   0.000000e+00   nan
     63   2.849402e+00   1.200383e-01   1.506027e+00   0.000000e+00   nan
     64   2.906277e+00   1.248885e-01   1.476924e+00   0.000000e+00   nan
     65   2.964273e+00   1.299348e-01   1.448437e+00   0.000000e+00   nan
     66   3.023409e+00   1.351852e-01   1.420556e+00   0.000000e+00   nan
     67   3.083706e+00   1.406478e-01   1.393277e+00   0.000000e+00   nan
     68   3.145183e+00   1.463313e-01   1.366592e+00   0.000000e+00   nan
     69   3.207861e+00   1.522446e-01   1.340495e+00   0.000000e+00   nan
     70   3.271759e+00   1.583971e-01   1.314983e+00   0.000000e+00   nan
     71   3.336896e+00   1.647985e-01   1.290051e+00   0.000000e+00   nan
     72   3.403293e+00   1.714588e-01   1.265696e+00   0.000000e+00   nan
     73   3.470967e+00   1.783886e-01   1.241915e+00   0.000000e+00   nan
     74   3.539937e+00   1.855989e-01   1.218708e+00   0.000000e+00   nan
     75   3.610221e+00   1.931011e-01   1.196074e+00   0.000000e+00   nan
     76   3.681834e+00   2.009070e-01   1.174014e+00   0.000000e+00   nan
