,CuGal,CuGal,CuGal,CuGal,CuGal,CuGal,LCDM,LCDM,LCDM,LCDM,LCDM,LCDM,QCDM,QCDM,QCDM,QCDM,QCDM,QCDM
0.37713,1271.4368371582032,846.8418371582031,581.0578371582031,301.55983715820315,117.44483715820313,0.364971158203125,999.0118371582031,698.7428371582031,498.7418371582031,275.8048371582031,113.93183715820312,0.364971158203125,1204.8968371582032,829.0398371582031,576.1838371582031,301.09183715820313,117.42883715820312,0.364971158203125
0.39293,1238.346837158203,831.5358371582031,572.1398371582031,293.54383715820313,111.44783715820313,0.337673158203125,979.3208371582032,688.2608371582031,490.71183715820314,267.8688371582031,108.04183715820312,0.337673158203125,1175.7368371582031,814.6078371582031,567.4168371582032,293.08483715820313,111.43283715820313,0.337673158203125
0.40885,1163.8568371582032,774.3168371582032,529.7728371582032,273.6018371582031,105.27083715820312,0.310413158203125,916.0298371582031,639.0418371582032,454.4048371582031,250.14283715820312,102.06183715820312,0.310413158203125,1104.286837158203,758.5098371582031,525.4728371582031,273.19683715820315,105.25683715820313,0.310413158203125
0.42456,1172.9768371582031,770.8028371582031,518.1748371582031,258.9658371582031,97.07243715820313,0.285970158203125,918.6068371582031,630.9678371582031,440.9678371582031,235.90383715820312,94.07633715820313,0.285970158203125,1112.786837158203,754.5558371582031,513.7888371582031,258.57283715820313,97.06013715820312,0.285970158203125
0.44025,1102.7068371582031,720.4218371582032,485.4698371582031,243.12783715820314,90.50123715820312,0.265616158203125,860.6488371582032,590.8618371582031,413.94683715820315,221.41783715820313,87.69383715820312,0.265616158203125,1045.1868371582032,705.4388371582031,481.46683715820313,242.76783715820312,90.49013715820313,0.265616158203125
0.456,1078.8968371582032,694.2628371582031,462.25983715820314,232.81783715820313,88.67823715820313,0.247996158203125,835.2188371582031,565.4578371582031,393.5758371582031,212.63783715820313,85.94833715820313,0.247996158203125,1021.1768371582032,679.4278371582031,458.4628371582031,232.4978371582031,88.66803715820312,0.247996158203125
0.47163,1014.9668371582031,661.3628371582031,444.9358371582031,221.86983715820313,81.65273715820312,0.230811158203125,791.9398371582031,542.8838371582032,379.2508371582031,201.96283715820311,79.08683715820312,0.230811158203125,962.3668371582031,648.1948371582031,441.44683715820315,221.55883715820312,81.64333715820312,0.230811158203125
0.48727,991.3808371582031,638.6268371582031,428.49083715820314,217.45183715820312,80.24413715820313,0.215366158203125,769.2828371582032,523.0498371582031,366.33183715820314,198.46883715820312,77.67303715820313,0.215366158203125,939.2848371582031,625.7878371582032,425.2438371582031,217.16883715820313,80.23493715820312,0.215366158203125
0.50286,960.4618371582031,619.6238371582032,418.6218371582031,212.41883715820313,76.21233715820313,0.20158615820312498,746.4598371582031,509.6378371582031,358.91883715820313,193.43783715820314,73.72683715820312,0.20158615820312498,910.4408371582032,607.5778371582031,415.5788371582031,212.13983715820314,76.20363715820312,0.20158615820312498
0.51849,938.4058371582031,604.5808371582032,402.37983715820315,198.41183715820313,71.23603715820313,0.18884115820312503,730.6488371582032,494.7748371582031,342.17783715820315,180.45683715820311,68.92413715820312,0.18884115820312503,890.5848371582031,592.7998371582031,399.31483715820315,198.1528371582031,71.22833715820312,0.18884115820312503
0.53435,881.1938371582031,570.6618371582031,383.2128371582031,188.55383715820312,66.99553715820312,0.17699415820312497,688.6778371582031,469.5348371582031,326.8498371582031,171.12383715820312,64.83703715820313,0.17699415820312497,836.9748371582032,559.9998371582031,380.4338371582031,188.30483715820313,66.98873715820312,0.17699415820312497
0.55008,871.7468371582031,558.3338371582031,373.3498371582031,183.44483715820311,64.00893715820312,0.166428158203125,677.2908371582031,458.4198371582031,318.3548371582031,166.45683715820311,61.899337158203124,0.166428158203125,827.1338371582032,547.8028371582031,370.66883715820313,183.20783715820312,64.00233715820312,0.166428158203125
0.56573,847.4648371582032,538.7628371582031,356.87483715820315,172.59083715820313,60.00113715820312,0.156131158203125,656.3508371582031,440.58883715820315,303.2318371582031,156.35383715820313,58.030337158203125,0.156131158203125,803.7588371582032,528.5218371582031,354.2778371582031,172.3668371582031,59.995237158203125,0.156131158203125
0.5815,826.1088371582031,535.2618371582031,356.6718371582031,169.36183715820312,58.44803715820313,0.147534158203125,648.3128371582031,440.7278371582031,302.2108371582031,153.19583715820312,56.522037158203126,0.147534158203125,785.8638371582031,525.7638371582032,354.0808371582031,169.14183715820312,58.44243715820313,0.147534158203125
0.59722,814.3468371582031,520.4858371582031,342.6308371582031,163.69183715820313,55.53173715820313,0.139444158203125,635.8438371582031,425.5258371582031,290.31983715820314,148.1108371582031,53.665837158203125,0.139444158203125,774.4658371582032,510.86583715820314,340.1428371582031,163.48483715820313,55.52643715820312,0.139444158203125
0.6128,776.7068371582031,498.6958371582031,331.15683715820313,157.03683715820313,52.79933715820312,0.131552158203125,607.4058371582031,410.21683715820313,280.82983715820313,141.89583715820314,51.01933715820312,0.131552158203125,738.3658371582031,489.9118371582031,328.8308371582031,156.83883715820312,52.794437158203124,0.131552158203125
0.62843,770.7418371582031,488.5088371582031,318.8288371582031,150.03883715820314,50.46773715820313,0.124205158203125,600.0118371582031,398.23083715820314,269.43983715820315,135.60783715820313,48.75733715820313,0.124205158203125,732.6408371582031,479.4888371582031,316.53583715820315,149.8548371582031,50.463137158203125,0.124205158203125
0.64427,738.5818371582031,467.59683715820313,302.64183715820315,144.08683715820314,49.40223715820313,0.11791615820312501,575.8298371582031,380.0778371582031,255.2718371582031,130.76083715820312,47.723837158203125,0.11791615820312501,702.3518371582031,458.9828371582031,300.4318371582031,143.92583715820314,49.397837158203124,0.11791615820312501
0.66005,721.8658371582031,460.35883715820313,302.3448371582031,142.05583715820313,47.103737158203124,0.11193115820312499,565.7868371582031,377.2488371582031,256.07683715820315,128.26983715820313,45.48983715820312,0.11193115820312499,687.4008371582031,452.3048371582031,300.27683715820314,141.88683715820312,47.09963715820312,0.11193115820312499
0.67572,707.6068371582031,444.2898371582031,290.6258371582031,136.18483715820312,45.31383715820313,0.10620515820312498,549.5768371582031,363.30083715820314,246.0398371582031,122.98783715820312,43.77043715820312,0.10620515820312498,672.2418371582031,436.37983715820315,288.65183715820314,136.02483715820313,45.310137158203126,0.10620515820312498
0.6914,693.6658371582031,440.01183715820315,285.38983715820314,132.69583715820312,43.244837158203126,0.100812158203125,543.9648371582032,358.8958371582031,240.7778371582031,119.79083715820312,41.72923715820313,0.100812158203125,660.6828371582031,432.22183715820313,283.3908371582031,132.54183715820312,43.24103715820313,0.100812158203125
0.70717,676.0448371582031,424.8858371582031,278.4248371582031,132.3668371582031,42.48503715820313,0.09618515820312501,527.6308371582031,347.9558371582031,236.81883715820314,119.54983715820312,40.97653715820312,0.09618515820312501,643.7698371582031,417.48583715820314,276.63283715820313,132.21883715820312,42.481337158203125,0.09618515820312501
0.72287,657.0218371582031,418.0248371582031,272.75983715820314,126.65283715820313,40.79913715820312,0.09158815820312499,518.2628371582031,342.34583715820315,230.86283715820312,114.13183715820313,39.382237158203125,0.09158815820312499,627.1048371582032,410.8618371582031,270.9528371582031,126.50883715820312,40.79583715820313,0.09158815820312499
0.73838,642.4338371582031,407.6548371582031,267.34383715820314,123.03383715820313,39.309237158203125,0.08722015820312501,505.31783715820313,335.3648371582031,226.13283715820313,110.85083715820312,37.916437158203124,0.08722015820312501,612.3668371582031,400.9008371582031,265.6078371582031,122.89383715820313,39.306037158203125,0.08722015820312501
0.75402,639.5198371582031,404.32483715820314,261.3498371582031,119.76583715820313,38.21693715820312,0.08327715820312498,503.4868371582031,330.49083715820314,220.32683715820312,107.96983715820312,36.86003715820313,0.08327715820312498,610.2078371582031,397.4298371582031,259.58383715820315,119.63283715820313,38.21383715820313,0.08327715820312498
0.76984,616.4348371582031,394.84183715820313,256.9168371582031,116.64983715820313,36.787237158203126,0.07961515820312498,489.88283715820313,324.51983715820313,216.46083715820313,105.05183715820313,35.47433715820313,0.07961515820312498,589.0308371582031,388.4988371582031,255.21683715820313,116.52083715820312,36.78433715820312,0.07961515820312498
0.78569,607.4888371582031,379.07683715820315,246.58683715820314,114.27283715820313,35.439837158203126,0.07593515820312502,475.44683715820315,310.6888371582031,209.10283715820313,102.88083715820312,34.152137158203125,0.07593515820312502,579.0248371582031,372.6618371582031,245.04383715820313,114.14683715820313,35.437037158203125,0.07593515820312502
0.80136,591.2658371582031,375.5188371582031,242.53683715820313,110.57383715820312,34.37293715820312,0.07288315820312502,469.6288371582031,307.5278371582031,204.73083715820312,99.49583715820313,33.13343715820312,0.07288315820312502,565.2628371582031,369.31483715820315,240.95983715820313,110.45283715820312,34.370237158203125,0.07288315820312502
0.81703,572.3018371582032,363.8278371582031,235.63183715820313,107.85383715820312,33.73053715820313,0.06964415820312497,456.18083715820313,298.62983715820315,199.03183715820313,97.19263715820313,32.516237158203126,0.06964415820312497,548.1258371582031,357.8978371582031,234.13583715820312,107.74183715820313,33.72803715820312,0.06964415820312497
0.83281,573.8478371582031,362.3688371582031,236.3968371582031,107.16283715820313,32.631137158203124,0.06665715820312501,454.80583715820313,298.74283715820314,200.0158371582031,96.30643715820312,31.426337158203125,0.06665715820312501,548.5468371582032,356.5948371582031,234.92283715820312,107.04583715820313,32.62853715820312,0.06665715820312501
0.84851,559.9148371582031,354.2038371582031,228.87683715820313,103.26583715820313,31.530337158203125,0.063954158203125,446.0108371582031,290.90883715820314,192.96683715820313,92.96473715820312,30.359737158203124,0.063954158203125,536.2988371582031,348.47383715820314,227.41583715820312,103.15783715820312,31.527937158203127,0.063954158203125
0.8641,552.3188371582031,349.98583715820314,224.60083715820312,101.33383715820312,30.394837158203124,0.06143715820312501,440.3698371582031,287.12983715820315,189.07683715820312,91.05433715820313,29.274237158203125,0.06143715820312501,528.4778371582031,344.3528371582031,223.12683715820313,101.22583715820312,30.392537158203126,0.06143715820312501
0.8797,540.4788371582031,339.5808371582031,219.75883715820314,99.46673715820313,29.912137158203127,0.05887015820312502,429.00283715820314,279.4658371582031,185.75683715820313,89.39063715820312,28.809937158203127,0.05887015820312502,517.0868371582031,334.1908371582031,218.40683715820313,99.36223715820313,29.909937158203125,0.05887015820312502
0.89551,525.8168371582032,335.4098371582031,217.62083715820313,95.68013715820312,28.709137158203124,0.05656015820312499,421.9298371582031,277.5308371582031,182.88583715820312,85.79213715820312,27.668737158203125,0.05656015820312499,503.7468371582031,330.3108371582031,216.22083715820312,95.57553715820312,28.707137158203125,0.05656015820312499
0.91128,516.0778371582031,328.8358371582031,210.18183715820314,94.21413715820313,28.521837158203127,0.054395158203125016,415.45983715820313,270.1048371582031,176.6828371582031,84.81063715820312,27.450937158203125,0.054395158203125016,495.1598371582031,323.6798371582031,208.81483715820312,94.11903715820313,28.519737158203124,0.054395158203125016
0.92691,506.6668371582031,324.05283715820315,208.03783715820313,93.26763715820313,27.258637158203125,0.052439158203125,409.8668371582031,266.7608371582031,175.65583715820313,83.61573715820313,26.243837158203124,0.052439158203125,486.51983715820313,319.0228371582031,206.73083715820312,93.16783715820313,27.256737158203126,0.052439158203125
0.94264,503.9938371582031,320.21183715820314,202.35983715820313,90.49173715820312,26.892037158203124,0.050297158203125025,409.34583715820315,260.92783715820315,170.83483715820313,81.17313715820312,25.885237158203125,0.050297158203125025,485.46183715820314,314.8088371582031,201.08083715820314,90.39623715820312,26.890137158203125,0.050297158203125025
0.9584,490.88683715820315,309.9118371582031,199.40483715820312,89.05473715820312,26.143837158203127,0.04853915820312499,394.9658371582031,255.44183715820313,168.66883715820313,79.85903715820312,25.168037158203123,0.04853915820312499,471.2628371582031,305.0178371582031,198.18683715820313,88.96133715820312,26.142037158203124,0.04853915820312499
0.97413,482.72383715820314,304.1028371582031,193.78583715820312,86.40073715820313,25.196137158203125,0.046716158203125024,390.3698371582031,249.02083715820314,163.82483715820314,77.59503715820313,24.234537158203125,0.046716158203125024,464.5828371582031,299.0548371582031,192.60983715820313,86.31253715820313,25.194337158203126,0.046716158203125024
0.98969,474.8288371582031,300.6768371582031,192.16883715820313,85.59943715820313,24.732037158203124,0.045013158203125014,384.4898371582031,247.06583715820312,162.65183715820314,76.79083715820312,23.790337158203126,0.045013158203125014,456.5248371582031,295.8698371582031,191.01383715820313,85.51123715820313,24.730237158203124,0.045013158203125014
1.00528,473.1958371582031,297.16883715820313,188.72383715820314,83.23963715820312,24.446137158203125,0.043529158203124974,382.2268371582031,243.68983715820312,159.16883715820313,74.77503715820312,23.517937158203125,0.043529158203124974,455.0208371582031,292.3138371582031,187.55683715820314,83.15593715820313,24.444437158203126,0.043529158203124974
1.02113,460.6558371582031,288.3838371582031,184.95783715820312,82.16263715820313,23.791137158203124,0.041866158203125,371.54783715820315,237.49483715820313,156.93683715820313,73.63723715820312,22.889037158203124,0.041866158203125,442.9198371582031,283.73783715820315,183.88983715820314,82.07793715820313,23.789537158203125,0.041866158203125
1.03692,451.43483715820315,282.92283715820315,180.32283715820313,81.06863715820313,23.324937158203124,0.040394158203124975,365.1768371582031,232.54383715820313,152.62383715820312,72.96083715820312,22.421437158203126,0.040394158203124975,433.8598371582031,278.33483715820313,179.24883715820312,80.99253715820312,23.323237158203124,0.040394158203124975
1.05264,447.9118371582031,279.97883715820313,180.20983715820313,79.12743715820312,22.701737158203127,0.039158158203125015,361.7728371582031,231.51683715820312,152.84583715820312,70.86743715820313,21.836637158203125,0.039158158203125015,430.6548371582031,275.55583715820313,179.17583715820314,79.04503715820313,22.700137158203123,0.039158158203125015
1.06832,438.47083715820315,272.4008371582031,176.40383715820312,78.23953715820312,22.206037158203124,0.03771915820312499,352.36283715820315,226.18783715820314,149.80483715820313,70.19343715820312,21.344737158203124,0.03771915820312499,420.88683715820315,268.2558371582031,175.41283715820313,78.16103715820313,22.204437158203124,0.03771915820312499
1.08405,426.19683715820315,268.70483715820313,173.17883715820312,76.72863715820313,21.853037158203126,0.036574158203124985,346.56783715820313,223.16083715820312,146.63983715820314,68.80303715820313,21.007737158203124,0.036574158203124985,410.1218371582031,264.6838371582031,172.16983715820314,76.65263715820312,21.851537158203126,0.036574158203124985
1.09979,422.75283715820314,267.6818371582031,171.81883715820314,75.40963715820313,21.290637158203126,0.035289158203125004,345.6378371582031,222.38083715820312,144.91683715820312,67.72433715820313,20.454037158203125,0.035289158203125004,407.38983715820314,263.6938371582031,170.78083715820313,75.33653715820313,21.289137158203125,0.035289158203125004
1.11537,415.9118371582031,260.6558371582031,169.72583715820312,75.14333715820312,20.980537158203123,0.03415515820312498,337.4818371582031,217.61583715820314,144.69083715820312,67.30133715820313,20.159837158203125,0.03415515820312498,399.7468371582031,256.82483715820314,168.80283715820312,75.06633715820313,20.979037158203123,0.03415515820312498
1.13105,407.20683715820314,256.11483715820316,162.38583715820312,72.15383715820313,20.393037158203125,0.03306415820312503,333.37283715820314,211.02083715820314,137.65583715820313,64.78733715820313,19.586237158203126,0.03306415820312503,392.19683715820315,252.0038371582031,161.42183715820312,72.08433715820313,20.391637158203125,0.03306415820312503
1.14679,397.72383715820314,249.61583715820314,160.40583715820313,70.97743715820313,19.930737158203126,0.03216515820312499,323.94783715820313,207.59683715820313,135.92783715820312,63.78703715820313,19.146137158203125,0.03216515820312499,382.41883715820313,245.92183715820312,159.47583715820312,70.91083715820312,19.929337158203126,0.03216515820312499
1.16256,393.0738371582031,247.3078371582031,158.59383715820312,69.80773715820312,19.930437158203127,0.031063158203124996,322.8378371582031,205.4268371582031,134.39783715820312,62.70573715820313,19.145237158203123,0.031063158203124996,379.32283715820313,243.47383715820314,157.66983715820314,69.74123715820312,19.929137158203126,0.031063158203124996
1.17828,389.8288371582031,245.12583715820313,158.30083715820314,69.53893715820313,18.973937158203125,0.030024158203124984,320.52683715820314,204.4388371582031,134.91183715820313,62.29203715820312,18.222337158203125,0.030024158203124984,376.19983715820314,241.39883715820312,157.43483715820312,69.46813715820312,18.972537158203124,0.030024158203124984
1.19395,378.2878371582031,239.65483715820312,154.72283715820313,68.23043715820313,18.925537158203124,0.02919915820312502,311.5788371582031,200.3788371582031,131.38383715820314,61.26273715820312,18.172537158203124,0.02919915820312502,364.33183715820314,236.20883715820312,153.83883715820312,68.16543715820312,18.924237158203123,0.02919915820312502
1.2097,378.08483715820313,238.45783715820312,151.56683715820313,67.30463715820312,18.493937158203124,0.028303158203125012,312.62783715820314,197.70183715820312,128.70983715820313,60.44183715820313,17.754537158203124,0.028303158203125012,365.1358371582031,234.74483715820313,150.6828371582031,67.24073715820313,18.492637158203124,0.028303158203125012
1.22537,368.15883715820314,230.36783715820312,149.16583715820312,66.53143715820312,18.213837158203123,0.027446158203125015,302.7848371582031,192.40983715820312,127.84083715820313,59.753137158203124,17.475837158203124,0.027446158203125015,355.0658371582031,226.8848371582031,148.39483715820313,66.46853715820312,18.212537158203126,0.027446158203125015
1.241,365.2658371582031,227.90983715820312,147.7658371582031,65.34693715820312,17.734037158203126,0.026629158203125003,300.9578371582031,190.76083715820312,126.26283715820313,58.68673715820312,17.021337158203124,0.026629158203125003,352.5738371582031,224.41383715820314,146.97883715820313,65.28503715820312,17.732837158203125,0.026629158203125003
1.25666,357.81983715820314,225.24483715820313,145.56683715820313,63.60683715820313,17.481437158203125,0.025933158203124973,295.3878371582031,189.19683715820312,123.38983715820312,57.163937158203126,16.777937158203127,0.025933158203124973,345.24583715820313,222.01283715820313,144.73083715820312,63.54783715820312,17.480237158203124,0.025933158203124973
1.27241,351.2028371582031,220.95083715820311,142.61383715820313,62.81363715820312,17.195737158203126,0.02513915820312501,290.75483715820315,185.30683715820314,121.45983715820313,56.44443715820312,16.509537158203123,0.02513915820312501,339.04383715820313,217.71783715820314,141.81783715820313,62.75503715820312,17.194537158203126,0.02513915820312501
1.28819,348.4408371582031,218.04783715820312,141.63683715820312,62.21943715820313,16.859737158203124,0.024383158203124977,288.8668371582031,183.38883715820313,121.05483715820313,55.795337158203125,16.181937158203127,0.024383158203124977,337.09383715820314,214.7958371582031,140.88183715820313,62.15903715820313,16.858637158203123,0.024383158203124977
1.30392,341.5488371582031,214.80583715820313,138.60983715820313,61.368337158203126,16.575837158203125,0.023720158203125008,284.0908371582031,180.18083715820313,118.43183715820312,55.194737158203125,15.901437158203125,0.023720158203125008,330.30283715820315,211.62083715820313,137.85383715820313,61.31253715820313,16.574637158203124,0.023720158203125008
1.31957,336.6818371582031,211.02383715820312,136.8608371582031,60.248037158203125,16.171937158203125,0.023170158203125013,278.1618371582031,178.8548371582031,116.17583715820312,54.213537158203124,15.513737158203124,0.023170158203125013,324.8998371582031,208.22183715820313,136.0578371582031,60.194337158203126,16.170837158203128,0.023170158203125013
1.33529,332.8598371582031,207.72183715820313,134.46483715820312,59.554537158203125,16.107737158203125,0.022524158203124978,275.55783715820314,174.86883715820312,115.01383715820313,53.554537158203125,15.456237158203125,0.022524158203124978,321.8038371582031,204.70983715820313,133.7478371582031,59.50113715820312,16.106637158203124,0.022524158203124978
1.35108,324.50283715820314,203.52983715820312,132.34383715820312,58.62763715820312,15.710237158203125,0.02180415820312498,269.5738371582031,172.22083715820312,113.11683715820313,52.696837158203124,15.077737158203124,0.02180415820312498,313.4488371582031,200.69783715820313,131.61883715820312,58.574437158203125,15.709237158203125,0.02180415820312498
1.36674,318.7538371582031,201.6168371582031,131.29983715820313,58.19563715820313,15.469137158203125,0.021193158203125007,266.17283715820315,171.07883715820313,112.41583715820312,52.342437158203126,14.831237158203125,0.021193158203125007,308.49783715820314,198.97783715820313,130.59583715820312,58.143337158203124,15.467937158203124,0.021193158203125007
1.3824,315.32283715820313,199.8848371582031,129.5338371582031,56.988437158203126,15.296337158203125,0.020693158203125006,264.38283715820313,169.38383715820314,110.64583715820312,51.21193715820313,14.671637158203126,0.020693158203125006,305.2948371582031,197.20383715820313,128.80883715820312,56.935537158203125,15.295237158203125,0.020693158203125006
1.39811,310.4178371582031,194.74583715820313,126.39583715820312,56.80333715820313,14.893037158203125,0.020173158203124986,258.9268371582031,164.68583715820313,108.67183715820312,51.08673715820313,14.280237158203125,0.020173158203124986,300.0858371582031,192.01183715820312,125.73383715820313,56.75223715820312,14.891937158203126,0.020173158203124986
1.41389,307.76183715820315,191.61483715820313,125.27783715820313,55.74753715820312,14.698337158203126,0.019659158203125027,255.64783715820312,163.0398371582031,107.47783715820313,50.11903715820313,14.088237158203125,0.019659158203125027,297.2468371582031,189.00783715820313,124.61383715820313,55.69693715820313,14.697337158203124,0.019659158203125027
