,CuGal,CuGal,CuGal,CuGal,CuGal,CuGal,LCDM,LCDM,LCDM,LCDM,LCDM,LCDM,QCDM,QCDM,QCDM,QCDM,QCDM,QCDM
1.42964,300.95183715820315,190.14283715820312,124.21883715820313,55.30383715820312,14.599637158203125,0.019117158203124984,253.05483715820313,161.7358371582031,106.72483715820313,49.712537158203126,14.005837158203125,0.019117158203124984,291.28183715820313,187.56183715820313,123.56583715820312,55.25323715820313,14.598637158203125,0.019117158203124984
1.44531,296.1798371582031,186.18483715820312,121.43383715820312,54.081737158203126,14.386637158203126,0.018632158203125027,248.55583715820313,157.93183715820314,104.77283715820313,48.59953715820313,13.797837158203125,0.018632158203125027,286.82183715820315,183.60883715820313,120.81983715820313,54.03193715820313,14.385637158203124,0.018632158203125027
1.46101,291.1578371582031,182.6648371582031,119.72783715820313,53.38253715820313,14.007037158203126,0.018158158203124997,244.09683715820313,155.9858371582031,102.94883715820312,47.98723715820312,13.433237158203125,0.018158158203124997,281.6478371582031,180.25083715820313,119.09183715820312,53.333437158203125,14.006037158203124,0.018158158203124997
1.47667,285.8638371582031,182.00883715820314,118.51983715820313,53.124137158203126,13.805337158203125,0.017717158203125027,242.14283715820312,155.04883715820313,102.12183715820312,47.743937158203124,13.233237158203124,0.017717158203125027,277.29583715820314,179.63583715820312,117.89383715820313,53.07523715820312,13.804437158203125,0.017717158203125027
1.49229,283.2328371582031,177.53283715820314,116.26883715820313,52.019237158203126,13.601237158203125,0.017241158203124995,237.69983715820314,151.62183715820314,100.39043715820313,46.85103715820313,13.038037158203124,0.017241158203124995,273.9828371582031,175.20583715820314,115.67483715820312,51.97303715820313,13.600337158203125,0.017241158203124995
1.50793,279.50283715820314,175.92783715820312,114.62783715820312,51.35583715820312,13.422837158203125,0.016882158203124997,236.36383715820313,149.91583715820312,99.04283715820313,46.16313715820313,12.862337158203125,0.016882158203124997,271.0808371582031,173.5458371582031,114.03583715820312,51.307737158203125,13.421837158203125,0.016882158203124997
1.52367,274.63683715820315,173.39383715820313,113.93083715820312,50.73403715820312,13.314837158203124,0.016434158203124993,233.1348371582031,148.58883715820312,98.13593715820312,45.697937158203125,12.761337158203125,0.016434158203124993,266.42283715820315,171.10583715820312,113.32983715820312,50.688137158203126,13.313937158203125,0.016434158203124993
1.53953,270.1988371582031,171.44083715820312,111.80083715820312,49.937037158203125,13.059837158203125,0.016058158203125006,230.30683715820314,146.47783715820313,96.64593715820313,44.969537158203124,12.519337158203125,0.016058158203125006,262.54583715820314,169.18083715820313,111.21883715820313,49.89173715820313,13.058937158203126,0.016058158203125006
1.55526,265.24083715820314,168.28883715820314,110.81383715820313,49.57213715820313,12.850937158203125,0.015622158203125014,225.67583715820314,144.53583715820312,96.12193715820312,44.50133715820313,12.316237158203124,0.015622158203125014,257.3718371582031,166.1828371582031,110.25783715820313,49.52383715820312,12.850137158203125,0.015622158203125014
1.57092,262.2688371582031,165.9918371582031,108.50883715820312,48.95593715820313,12.561037158203124,0.015296158203125021,224.03183715820313,142.05383715820312,94.02133715820312,44.071037158203126,12.038237158203126,0.015296158203125021,254.90183715820314,163.7658371582031,107.95383715820313,48.911337158203125,12.560137158203124,0.015296158203125021
1.58662,258.7688371582031,162.97683715820312,107.57783715820312,47.96983715820313,12.523437158203125,0.014943158203124973,220.03083715820313,140.45583715820314,93.23223715820312,43.26593715820312,12.000937158203126,0.014943158203124973,251.38383715820314,160.9268371582031,107.04083715820312,47.92723715820313,12.522537158203125,0.014943158203124973
1.60235,255.51083715820312,160.30483715820313,106.35583715820313,47.38043715820312,12.240737158203125,0.014598158203124989,215.45983715820313,138.61183715820312,92.41563715820313,42.60563715820312,11.733137158203125,0.014598158203124989,247.50183715820313,158.38683715820312,105.83383715820312,47.33543715820313,12.239837158203125,0.014598158203124989
1.61809,251.3018371582031,157.5398371582031,105.05583715820312,47.06723715820313,12.216037158203125,0.014257158203125009,212.80583715820313,136.88783715820313,91.14773715820313,42.44523715820313,11.708237158203126,0.014257158203125009,243.8018371582031,155.64483715820313,104.53983715820313,47.025437158203125,12.215137158203126,0.014257158203125009
1.63369,247.03583715820312,156.3018371582031,102.52983715820312,46.533137158203125,11.939237158203126,0.013960158203125017,211.23483715820313,134.39583715820314,89.44723715820312,41.881337158203124,11.439737158203124,0.013960158203125017,240.09383715820312,154.29383715820313,102.02383715820312,46.488837158203125,11.938437158203126,0.013960158203125017
1.64941,244.07983715820313,153.65383715820312,102.25883715820312,46.06893715820313,11.885737158203124,0.013591158203125009,208.11283715820312,133.07583715820311,89.22633715820312,41.473437158203126,11.392237158203125,0.013591158203125009,237.09583715820312,151.71083715820313,101.77783715820313,46.02593715820313,11.884937158203124,0.013591158203125009
1.66519,240.41683715820312,151.5038371582031,100.29043715820312,45.07433715820312,11.680237158203125,0.013303158203124998,205.20383715820313,131.12383715820312,87.42643715820313,40.54053715820312,11.192037158203124,0.013303158203124998,233.45683715820311,149.64483715820313,99.79473715820312,45.03103715820313,11.679437158203125,0.013303158203124998
1.68085,236.94283715820313,150.35183715820312,99.23723715820313,44.70123715820313,11.624737158203125,0.012996158203124997,203.28283715820314,130.29083715820312,86.69443715820313,40.225537158203124,11.140737158203125,0.012996158203124997,230.22783715820313,148.57283715820313,98.74723715820312,44.658337158203125,11.623937158203125,0.012996158203124997
1.69652,233.84883715820314,147.93183715820314,97.27583715820313,43.94693715820313,11.400537158203125,0.012755158203125005,200.01883715820313,128.03683715820313,84.82023715820313,39.664137158203125,10.929937158203124,0.012755158203125005,227.08783715820311,146.16383715820314,96.79003715820312,43.90673715820313,11.399837158203125,0.012755158203125005
1.71228,229.81583715820312,145.16683715820312,97.12933715820313,43.549637158203126,11.216537158203124,0.012447158203124975,196.45083715820311,126.70383715820313,84.77063715820313,39.36203715820312,10.747337158203125,0.012447158203124975,222.93683715820313,143.49983715820312,96.67103715820312,43.510237158203125,11.215837158203126,0.012447158203124975
1.72806,226.60383715820313,143.43983715820312,94.99423715820312,43.15743715820312,11.139237158203125,0.012158158203124991,194.98983715820313,124.18783715820312,83.69533715820313,39.02913715820313,10.675637158203125,0.012158158203124991,220.15083715820313,141.69183715820313,94.58223715820313,43.118937158203124,11.138537158203125,0.012158158203124991
1.74368,222.53683715820313,142.22883715820313,93.86373715820312,42.620637158203124,10.966837158203125,0.011885158203125024,192.42183715820312,123.47183715820313,82.22953715820313,38.45323715820312,10.504737158203126,0.011885158203125024,216.27983715820312,140.56983715820311,93.40853715820313,42.581037158203124,10.966037158203125,0.011885158203125024
1.75933,218.68183715820314,139.60383715820313,93.38983715820312,41.734137158203126,10.861537158203125,0.011660158203124993,189.58383715820312,122.16983715820312,81.74213715820312,37.758737158203125,10.406757158203124,0.011660158203124993,212.98383715820313,138.01083715820312,92.95143715820312,41.696237158203125,10.860837158203125,0.011660158203124993
1.77505,216.28283715820314,137.94383715820314,91.75513715820313,41.22453715820313,10.612137158203126,0.01139715820312498,186.8138371582031,120.25683715820313,80.61743715820313,37.275837158203124,10.168067158203124,0.01139715820312498,210.37683715820313,136.36883715820312,91.33033715820312,41.18693715820312,10.611437158203126,0.01139715820312498
1.79081,212.96483715820312,136.22383715820314,90.66323715820313,40.90053715820312,10.618437158203125,0.011192158203125024,185.80083715820314,118.25583715820312,79.75513715820313,36.99383715820313,10.173527158203125,0.011192158203125024,207.73083715820312,134.53283715820314,90.26073715820313,40.86313715820312,10.617737158203125,0.011192158203125024
1.8065,209.56983715820311,134.11583715820314,89.53393715820313,40.32153715820313,10.443097158203125,0.010939158203125021,181.78283715820314,117.22783715820313,78.72603715820313,36.44593715820312,10.005737158203125,0.010939158203125021,204.01683715820312,132.59383715820312,89.12073715820313,40.28413715820312,10.442417158203124,0.010939158203125021
1.82218,205.54883715820313,130.81583715820312,87.65913715820312,40.020737158203126,10.373407158203126,0.010708158203124984,178.72083715820312,114.57283715820313,77.40313715820312,36.28023715820313,9.940037158203126,0.010708158203124984,200.37083715820313,129.26883715820313,87.26933715820313,39.98593715820312,10.372727158203125,0.010708158203124984
1.83797,204.76783715820312,129.9208371582031,87.08163715820312,39.31813715820312,10.181637158203126,0.010530158203124973,178.1768371582031,113.76483715820312,76.96193715820313,35.71453715820312,9.756337158203126,0.010530158203124973,199.59183715820313,128.35683715820312,86.70583715820312,39.28473715820312,10.180967158203124,0.010530158203124973
1.85367,201.37783715820314,128.90083715820313,85.37303715820312,38.814837158203126,10.093657158203126,0.01028715820312498,176.36883715820312,112.52383715820312,75.75753715820312,35.25003715820313,9.668237158203125,0.01028715820312498,196.47683715820312,127.39183715820313,85.00133715820313,38.781237158203126,10.092977158203125,0.01028715820312498
1.86928,198.39983715820313,126.89583715820312,84.65303715820312,38.641437158203125,9.982827158203126,0.010052158203124995,174.14983715820313,111.07383715820312,74.62173715820313,35.13273715820313,9.565517158203125,0.010052158203124995,193.71683715820313,125.42683715820313,84.27703715820313,38.60983715820313,9.982187158203125,0.010052158203124995
1.88497,194.67883715820312,125.76883715820313,83.70263715820313,38.02403715820312,9.879437158203125,0.009874158203124983,171.9978371582031,109.65483715820312,74.17903715820313,34.58223715820313,9.461087158203124,0.009874158203124983,190.22483715820312,124.26783715820312,83.35983715820312,37.99273715820313,9.878777158203125,0.009874158203124983
1.90073,193.09283715820314,123.32783715820312,82.68143715820312,37.694537158203126,9.701457158203125,0.009673158203124976,168.77983715820312,108.50183715820313,73.00003715820313,34.23953715820313,9.296167158203126,0.009673158203124976,188.43483715820312,121.97683715820312,82.30963715820313,37.66193715820312,9.700837158203125,0.009673158203124976
1.91647,190.60183715820312,120.59083715820313,81.65963715820313,37.086237158203126,9.642017158203124,0.009467158203124992,166.44283715820313,106.25183715820313,72.25413715820312,33.80393715820313,9.236777158203125,0.009467158203124992,185.96183715820314,119.16883715820312,81.31943715820313,37.05673715820313,9.641377158203126,0.009467158203124992
1.93218,189.15683715820313,120.01583715820313,80.66333715820312,36.79603715820313,9.523637158203124,0.009328158203124992,165.75883715820314,105.37783715820312,71.61283715820312,33.51803715820313,9.123627158203124,0.009328158203124992,184.66583715820312,118.58283715820312,80.32323715820313,36.766037158203126,9.523017158203125,0.009328158203124992
1.94787,184.5578371582031,118.36983715820313,79.52583715820313,36.390337158203124,9.390527158203126,0.009154158203124985,162.91683715820312,104.51783715820312,70.35703715820313,33.190437158203125,8.999337158203126,0.009154158203124985,180.29883715820313,117.04383715820312,79.17653715820313,36.36203715820312,9.389947158203125,0.009154158203124985
1.96363,182.92283715820312,116.32883715820313,78.32183715820312,36.008937158203125,9.260297158203125,0.008944158203124997,161.1648371582031,102.37483715820312,69.71843715820313,32.818637158203124,8.869497158203124,0.008944158203124997,178.53083715820313,114.92183715820312,78.01113715820313,35.980437158203124,9.259667158203126,0.008944158203124997
1.97935,179.43483715820312,114.61383715820313,77.39733715820313,35.67703715820313,9.215707158203125,0.008780158203125,158.72883715820313,101.15283715820313,68.88183715820313,32.534637158203125,8.826677158203125,0.008780158203125,175.38383715820314,113.28083715820313,77.08623715820312,35.64883715820312,9.215107158203125,0.008780158203125
1.99499,177.48083715820312,112.57683715820312,76.36483715820313,35.05373715820313,9.088447158203126,0.008595158203125008,156.58383715820312,99.95493715820312,67.80003715820312,32.01423715820313,8.710097158203125,0.008595158203125008,173.45883715820312,111.34283715820312,76.05523715820313,35.02633715820313,9.087867158203125,0.008595158203125008
2.01064,176.06083715820313,111.33583715820312,75.46133715820312,34.89213715820313,8.989997158203124,0.008463158203124987,154.69283715820313,98.73263715820312,67.01523715820312,31.911237158203125,8.607577158203124,0.008463158203124987,171.90983715820312,110.11383715820313,75.14603715820313,34.86603715820313,8.989387158203124,0.008463158203124987
2.0264,173.47183715820313,110.44583715820312,74.98793715820312,34.45873715820313,8.932737158203125,0.008305158203124996,153.1648371582031,98.65543715820313,66.61873715820313,31.414037158203126,8.561657158203126,0.008305158203124996,169.76883715820313,109.35483715820313,74.66023715820313,34.43053715820312,8.932177158203125,0.008305158203124996
2.04216,170.09383715820312,108.38283715820313,74.18203715820313,34.11373715820312,8.826107158203126,0.008147158203125004,150.19783715820313,96.69773715820313,66.09573715820312,31.127537158203126,8.455827158203125,0.008147158203125004,165.90183715820314,107.24083715820312,73.87623715820312,34.08633715820312,8.825537158203124,0.008147158203125004
2.05781,168.36383715820313,107.42083715820313,73.08813715820312,33.52013715820313,8.695077158203125,0.007993158203125017,148.65483715820312,95.51583715820313,65.03183715820313,30.707537158203124,8.327177158203124,0.007993158203125017,164.54283715820313,106.33483715820313,72.79313715820312,33.49473715820312,8.694497158203125,0.007993158203125017
2.07353,166.20183715820312,105.76883715820313,72.36703715820312,33.26883715820313,8.609057158203125,0.007843158203124978,147.62783715820314,94.66643715820312,64.51683715820313,30.407837158203126,8.250757158203125,0.007843158203124978,162.4328371582031,104.63883715820313,72.06703715820312,33.24273715820313,8.608507158203125,0.007843158203124978
2.08928,163.95683715820311,104.41383715820312,70.84443715820312,32.88943715820312,8.500747158203126,0.0076911582031249925,145.46483715820312,93.45993715820312,63.14283715820312,30.164937158203124,8.145237158203125,0.0076911582031249925,160.31183715820313,103.40383715820313,70.53993715820313,32.86603715820313,8.500207158203125,0.0076911582031249925
2.10499,162.07283715820313,102.95983715820313,69.75983715820313,32.58823715820313,8.448067158203125,0.007562158203125002,143.44483715820311,91.81733715820313,62.36863715820313,29.863937158203125,8.092177158203125,0.007562158203125002,158.49483715820313,101.93583715820313,69.47563715820313,32.56443715820313,8.447507158203125,0.007562158203125002
2.12065,159.02883715820312,102.22783715820313,69.74643715820312,32.22163715820312,8.326017158203125,0.007422158203124973,141.67783715820312,91.56393715820313,62.347137158203125,29.557637158203125,7.974957158203125,0.007422158203124973,155.53883715820314,101.27583715820313,69.46943715820312,32.19803715820312,8.325477158203125,0.007422158203124973
2.13633,157.26383715820313,100.74183715820313,68.61993715820313,32.10283715820313,8.249107158203124,0.007286158203125004,139.66583715820312,90.26223715820312,61.362937158203124,29.408237158203125,7.904497158203125,0.007286158203125004,153.85783715820313,99.84823715820312,68.33513715820312,32.07863715820312,8.248587158203126,0.007286158203125004
2.15211,154.86783715820312,98.73983715820313,67.68983715820312,31.507137158203125,8.163617158203124,0.007165158203125022,137.5218371582031,88.74463715820312,60.44523715820313,28.893137158203125,7.822397158203125,0.007165158203125022,151.79083715820312,97.83003715820313,67.40603715820312,31.483537158203124,8.163097158203126,0.007165158203125022
2.16785,153.69183715820313,98.31933715820313,67.00693715820313,31.382937158203124,8.090307158203125,0.00704015820312498,136.45583715820314,87.55783715820313,60.04803715820312,28.791537158203123,7.752647158203125,0.00704015820312498,150.29783715820312,97.36563715820313,66.74813715820312,31.359937158203124,8.089787158203125,0.00704015820312498
2.18349,151.44083715820312,97.10613715820313,66.06413715820312,30.768937158203126,7.991197158203125,0.006915158203124994,135.08383715820312,86.46283715820313,59.37993715820313,28.281137158203126,7.654127158203125,0.006915158203124994,148.23183715820312,96.13263715820312,65.81313715820312,30.746637158203125,7.990667158203125,0.006915158203124994
2.19916,149.67483715820313,95.16493715820313,64.90283715820313,30.631437158203124,7.933997158203125,0.006792158203125009,133.1348371582031,85.42103715820312,58.458037158203126,28.148237158203123,7.604127158203125,0.006792158203125009,146.65683715820313,94.31603715820313,64.65033715820313,30.609237158203126,7.933507158203125,0.006792158203125009
2.21489,147.14483715820313,94.15253715820313,64.45063715820312,30.195237158203124,7.858397158203125,0.006691158203124992,130.96783715820314,84.39823715820313,58.024537158203124,27.724137158203124,7.524707158203125,0.006691158203124992,143.70983715820313,93.27423715820312,64.21023715820313,30.172737158203127,7.857867158203125,0.006691158203124992
2.23063,145.4858371582031,93.06743715820312,63.644437158203125,30.087637158203126,7.801027158203125,0.006579158203124991,129.41583715820312,83.63663715820313,57.372837158203126,27.613537158203126,7.475167158203125,0.006579158203124991,142.17783715820312,92.23043715820313,63.40333715820312,30.065037158203126,7.800527158203125,0.006579158203124991
2.2463,143.22683715820312,91.71253715820312,63.05633715820313,29.562837158203124,7.676847158203125,0.0064641582031250144,127.65583715820313,82.49003715820312,56.740337158203126,27.182737158203125,7.357507158203125,0.0064641582031250144,139.94283715820313,90.87223715820312,62.819737158203125,29.540937158203125,7.676357158203125,0.0064641582031250144
2.26194,141.29283715820313,91.04883715820313,62.059637158203124,29.260637158203124,7.606417158203125,0.006351158203124985,127.06883715820312,81.48093715820312,55.97673715820312,26.864937158203126,7.288927158203125,0.006351158203124985,138.36883715820312,90.19533715820313,61.82713715820312,29.238537158203126,7.605927158203125,0.006351158203124985
2.27765,139.94883715820313,89.47693715820313,61.54713715820313,28.837337158203123,7.526797158203125,0.0062181582031249905,125.15183715820312,80.57523715820312,55.631137158203124,26.625637158203126,7.211197158203125,0.0062181582031249905,136.84583715820312,88.64993715820313,61.324837158203124,28.817837158203126,7.526307158203125,0.0062181582031249905
2.29341,137.85583715820312,88.66133715820312,60.782037158203124,28.720237158203126,7.465707158203125,0.006147158203125003,123.81883715820312,79.61513715820313,54.873437158203124,26.429837158203124,7.154557158203125,0.006147158203125003,135.00883715820314,87.84843715820313,60.55183715820313,28.699437158203125,7.465227158203125,0.006147158203125003
2.30914,135.79683715820312,87.51023715820313,59.905537158203124,28.335837158203127,7.361907158203125,0.0060221582031250165,122.27883715820313,78.66783715820313,54.124737158203125,26.078337158203126,7.054367158203125,0.0060221582031250165,132.7298371582031,86.66803715820312,59.68033715820312,28.314737158203126,7.361437158203125,0.0060221582031250165
2.32486,133.71083715820313,86.18513715820312,58.997137158203124,27.958737158203125,7.311527158203125,0.005933158203125011,120.82683715820312,77.51763715820313,53.37973715820313,25.830737158203124,7.008947158203125,0.005933158203125011,130.91583715820312,85.41273715820313,58.77703715820312,27.939837158203126,7.311077158203125,0.005933158203125011
2.34061,132.50183715820313,85.25703715820312,58.783537158203124,27.610837158203125,7.278947158203125,0.00584715820312498,119.71783715820312,76.79473715820312,53.282237158203124,25.498037158203125,6.977957158203125,0.00584715820312498,129.79383715820313,84.45243715820313,58.58503715820312,27.591537158203124,7.278507158203125,0.00584715820312498
2.35635,130.3788371582031,83.85183715820312,58.18773715820313,27.468637158203126,7.180577158203125,0.0057561582031249725,118.19083715820312,75.98653715820312,52.40203715820312,25.370937158203127,6.883667158203125,0.0057561582031249725,127.88183715820313,83.05183715820313,57.97713715820313,27.449437158203125,7.180137158203125,0.0057561582031249725
2.37203,128.82883715820313,83.45523715820312,57.13893715820313,27.128237158203124,7.066647158203125,0.0056581582031249855,117.84983715820313,75.19643715820312,51.678037158203125,25.097537158203124,6.774927158203125,0.0056581582031249855,126.67683715820313,82.65633715820313,56.92583715820312,27.110437158203126,7.066217158203125,0.0056581582031249855
2.38768,127.07383715820312,82.16173715820312,56.53403715820313,26.917837158203124,7.036777158203125,0.0055601582031249985,115.86783715820313,74.14333715820312,51.34213715820312,24.920137158203126,6.749677158203125,0.0055601582031249985,124.77783715820313,81.42983715820313,56.33423715820312,26.900437158203125,7.036367158203125,0.0055601582031249985
2.40339,126.03483715820313,80.56383715820313,55.83293715820312,26.606437158203125,6.964407158203125,0.005469158203124991,113.91783715820313,73.20723715820313,50.77893715820313,24.620837158203123,6.677597158203125,0.005469158203124991,123.75683715820313,79.87613715820312,55.631837158203126,26.588737158203124,6.963967158203125,0.005469158203124991
2.41914,124.68683715820312,79.77833715820313,54.85473715820312,26.415937158203125,6.924547158203125,0.005396158203125001,112.87783715820312,72.32753715820313,49.77383715820312,24.450337158203126,6.639977158203125,0.005396158203125001,122.38183715820313,79.04393715820312,54.652337158203125,26.398737158203126,6.924117158203125,0.005396158203125001
2.43483,123.07583715820313,78.89283715820312,54.389037158203124,26.164837158203124,6.874247158203125,0.005309158203124997,110.83683715820312,71.49213715820312,49.52833715820312,24.167337158203125,6.592317158203125,0.005309158203124997,120.77383715820312,78.25053715820313,54.211837158203124,26.146037158203125,6.873837158203125,0.005309158203124997
2.4505,121.39183715820313,77.58413715820312,53.923937158203124,25.781837158203125,6.767197158203125,0.005233158203124977,109.59983715820313,70.69043715820312,48.88623715820312,23.843737158203126,6.489547158203125,0.005233158203124977,119.27083715820312,76.92523715820313,53.733437158203124,25.764037158203124,6.766797158203125,0.005233158203124977
2.46622,119.99183715820313,77.14573715820312,53.47613715820312,25.572637158203126,6.719367158203125,0.005136158203125019,108.37783715820312,70.35583715820313,48.57903715820313,23.692937158203126,6.442917158203125,0.005136158203125019,117.48183715820312,76.50223715820313,53.289137158203125,25.555737158203126,6.718957158203125,0.005136158203125019
2.48195,118.38183715820313,75.97583715820312,52.557937158203124,25.308537158203126,6.667277158203125,0.005054158203124992,107.32383715820312,69.15313715820312,47.746737158203125,23.496537158203125,6.394597158203125,0.005054158203124992,116.21783715820312,75.32863715820312,52.373437158203124,25.292437158203125,6.666877158203125,0.005054158203124992
2.49759,116.85683715820312,75.35723715820312,51.954537158203124,25.031037158203127,6.613057158203125,0.004990158203124984,106.40483715820312,68.25613715820313,47.461037158203126,23.259837158203126,6.339967158203125,0.004990158203124984,114.59883715820312,74.69633715820312,51.790637158203126,25.015537158203124,6.612647158203125,0.004990158203124984
2.51328,115.04883715820313,74.27323715820313,51.50543715820312,24.755137158203127,6.547197158203125,0.004907158203124984,105.16883715820312,67.25393715820313,46.98743715820312,23.002237158203126,6.278267158203125,0.004907158203124984,113.15983715820313,73.56413715820312,51.34933715820313,24.739337158203124,6.546797158203125,0.004907158203124984
2.52906,113.87883715820313,73.14633715820312,50.909237158203126,24.547437158203124,6.479517158203125,0.004833158203125021,103.85283715820313,66.87033715820313,46.062037158203125,22.813237158203126,6.215077158203125,0.004833158203125021,112.02583715820313,72.54993715820312,50.721237158203124,24.531837158203125,6.479127158203125,0.004833158203125021
2.54479,112.79883715820313,72.35833715820313,50.162437158203126,24.203437158203126,6.425117158203125,0.004753158203124996,102.44783715820313,66.17103715820312,45.630537158203126,22.501837158203124,6.165037158203125,0.004753158203124996,110.73983715820313,71.80033715820312,49.977937158203126,24.188437158203126,6.424747158203125,0.004753158203124996
2.56049,111.15183715820312,71.74423715820312,49.675937158203126,24.063237158203126,6.399157158203125,0.004699158203124998,101.76783715820312,65.50793715820312,45.276037158203124,22.405137158203125,6.142197158203125,0.004699158203124998,109.47483715820313,71.15903715820312,49.50583715820313,24.048637158203125,6.398797158203125,0.004699158203124998
2.57618,109.97183715820313,70.51923715820313,49.202237158203125,23.800937158203126,6.325357158203125,0.004617158203125027,100.07793715820313,64.74013715820313,44.87993715820313,22.162937158203125,6.066937158203125,0.004617158203125027,108.10583715820313,69.95713715820312,49.02833715820312,23.786437158203125,6.324967158203125,0.004617158203125027
2.59189,108.83483715820313,69.85163715820312,48.51033715820312,23.479437158203126,6.272847158203125,0.004548158203124986,99.25283715820312,64.00903715820313,44.17133715820312,21.826837158203126,6.018267158203125,0.004548158203124986,106.85283715820313,69.27173715820312,48.33033715820312,23.464237158203126,6.272477158203125,0.004548158203124986
2.60758,107.98983715820313,68.96203715820313,47.90823715820312,23.316437158203126,6.203987158203125,0.004477158203124998,98.30133715820313,63.154737158203126,43.909437158203126,21.710137158203125,5.949327158203125,0.004477158203124998,105.99283715820313,68.43803715820313,47.75883715820312,23.302037158203124,6.203607158203125,0.004477158203124998
2.62325,106.14683715820313,68.10603715820312,47.15013715820312,23.130337158203126,6.155447158203125,0.004426158203124975,96.76403715820312,62.32623715820313,43.20103715820313,21.556837158203123,5.905777158203125,0.004426158203124975,104.36983715820313,67.61403715820313,46.992437158203124,23.116137158203124,6.155077158203125,0.004426158203124975
2.63898,104.42283715820312,67.50273715820312,46.777337158203125,22.848037158203127,6.092407158203125,0.004345158203124977,95.87483715820312,61.58883715820313,42.874537158203125,21.332037158203125,5.848497158203125,0.004345158203124977,102.62383715820313,66.97123715820312,46.62383715820312,22.835137158203125,6.092067158203125,0.004345158203124977
2.65468,103.32783715820312,66.83633715820312,46.46243715820312,22.560737158203125,6.069067158203125,0.004287158203124974,94.90453715820313,61.09163715820313,42.34403715820312,21.014337158203126,5.825707158203125,0.004287158203124974,101.51883715820313,66.32753715820313,46.29393715820313,22.545637158203125,6.068727158203125,0.004287158203124974
2.67044,102.39883715820312,65.47733715820313,45.757437158203125,22.387137158203124,6.013447158203125,0.004241158203124984,93.33723715820312,60.17023715820312,41.97453715820313,20.887137158203124,5.771697158203125,0.004241158203124984,100.42583715820312,64.96463715820312,45.60793715820313,22.373337158203125,6.013087158203125,0.004241158203124984
2.68618,101.33983715820312,64.97043715820313,45.143537158203124,22.233537158203124,5.959397158203125,0.004160158203124986,93.02273715820313,59.58133715820313,41.376437158203125,20.746237158203126,5.719917158203125,0.004160158203124986,99.67403715820312,64.50653715820313,44.989937158203126,22.220837158203125,5.959037158203125,0.004160158203124986
2.70184,100.12123715820313,64.13113715820313,44.50993715820312,21.930937158203125,5.907327158203125,0.0040971582031250064,91.66603715820312,58.677437158203126,41.06853715820313,20.512737158203127,5.670007158203125,0.0040971582031250064,98.49623715820313,63.597337158203125,44.37423715820312,21.918137158203123,5.906977158203125,0.0040971582031250064
2.71755,98.90563715820312,63.29543715820313,44.205237158203126,21.746437158203126,5.859557158203125,0.004048158203124985,90.76453715820313,58.26143715820312,40.67943715820312,20.325937158203125,5.622687158203125,0.004048158203124985,97.13503715820312,62.799837158203125,44.061837158203126,21.734137158203126,5.859197158203125,0.004048158203124985
2.73329,97.75633715820312,62.674837158203125,43.59943715820312,21.540037158203123,5.805117158203125,0.0039991582031250195,89.45823715820312,57.542937158203124,40.19123715820312,20.112937158203124,5.572097158203125,0.0039991582031250195,96.02013715820313,62.241137158203124,43.46233715820313,21.526937158203125,5.804777158203125,0.0039991582031250195
2.74897,96.59773715820313,62.01523715820313,43.07223715820312,21.316537158203126,5.732407158203125,0.003939158203125015,88.38383715820312,57.008537158203126,39.71623715820313,19.933537158203126,5.501167158203125,0.003939158203125015,94.85203715820313,61.60473715820312,42.92983715820313,21.303637158203124,5.732067158203125,0.003939158203125015
2.76462,95.56643715820313,61.09513715820312,42.72143715820312,21.173837158203124,5.713987158203125,0.0038801582031249837,87.48933715820313,56.22093715820313,39.458837158203124,19.785937158203126,5.485037158203125,0.0038801582031249837,93.97513715820313,60.654737158203126,42.59943715820312,21.160937158203126,5.713647158203125,0.0038801582031249837
2.78034,94.55673715820312,60.76273715820312,42.34573715820312,20.933937158203126,5.660977158203125,0.003831158203125018,86.60003715820312,55.84663715820312,39.16823715820313,19.578937158203125,5.436377158203125,0.003831158203125018,92.90053715820312,60.34443715820313,42.21153715820312,20.921737158203126,5.660647158203125,0.003831158203125018
2.79607,93.51063715820312,59.666937158203126,41.814337158203124,20.722337158203125,5.603277158203125,0.0037751582031250175,85.68633715820313,55.20923715820312,38.65783715820312,19.420837158203124,5.380207158203125,0.0037751582031250175,91.86583715820312,59.25993715820312,41.681037158203125,20.710637158203124,5.602937158203125,0.0037751582031250175
2.81179,92.43863715820312,59.004437158203125,41.320337158203124,20.577137158203126,5.589987158203125,0.003723158203125021,84.65383715820313,54.662437158203126,38.24743715820313,19.269137158203126,5.369927158203125,0.003723158203125021,90.76793715820313,58.59043715820312,41.197937158203125,20.564837158203126,5.589677158203125,0.003723158203125021
2.82749,91.47443715820313,58.566737158203125,40.841537158203124,20.288037158203124,5.529227158203125,0.003677158203124975,83.76133715820312,53.849937158203126,37.898537158203126,19.033237158203125,5.311097158203125,0.003677158203124975,89.63773715820312,58.147237158203126,40.725137158203125,20.276937158203125,5.528917158203125,0.003677158203124975
2.84321,90.19153715820312,57.987137158203126,40.33673715820313,20.223537158203126,5.483947158203125,0.0036231582031249765,83.04353715820312,53.13963715820312,37.42283715820312,18.952437158203125,5.269207158203125,0.0036231582031249765,88.31043715820313,57.597537158203124,40.22653715820312,20.212137158203124,5.483647158203125,0.0036231582031249765
