# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   4.000745e+00   9.900990e-03   5.280294e+00   0.000000e+00   2.710000e-01
      1   4.091586e+00   1.030092e-02   5.174938e+00   2.470639e-10   2.710000e-01
      2   4.184276e+00   1.071700e-02   5.071752e+00   4.727865e-10   2.710000e-01
      3   4.278853e+00   1.114990e-02   4.970688e+00   6.874796e-10   2.710000e-01
      4   4.375352e+00   1.160028e-02   4.871698e+00   8.924514e-10   2.710000e-01
      5   4.473812e+00   1.206886e-02   4.774738e+00   1.088910e-09   2.710000e-01
      6   4.574272e+00   1.255637e-02   4.679761e+00   1.277971e-09   2.710000e-01
      7   4.676770e+00   1.306357e-02   4.586724e+00   1.460662e-09   2.709999e-01
      8   4.781348e+00   1.359127e-02   4.495585e+00   1.637932e-09   2.709999e-01
      9   4.888045e+00   1.414028e-02   4.406303e+00   1.810661e-09   2.709999e-01
     10   4.996905e+00   1.471148e-02   4.318836e+00   1.979663e-09   2.709999e-01
     11   5.107969e+00   1.530575e-02   4.233147e+00   2.145695e-09   2.709999e-01
     12   5.221281e+00   1.592403e-02   4.149195e+00   2.309464e-09   2.709999e-01
     13   5.336886e+00   1.656729e-02   4.066945e+00   2.471627e-09   2.709999e-01
     14   5.454829e+00   1.723653e-02   3.986359e+00   2.632804e-09   2.709999e-01
     15   5.575157e+00   1.793281e-02   3.907402e+00   2.793576e-09   2.709999e-01
     16   5.697915e+00   1.865723e-02   3.830040e+00   2.954491e-09   2.709999e-01
     17   5.823154e+00   1.941091e-02   3.754238e+00   3.116071e-09   2.709999e-01
     18   5.950921e+00   2.019503e-02   3.679963e+00   3.278809e-09   2.709999e-01
     19   6.081267e+00   2.101084e-02   3.607183e+00   3.443178e-09   2.709999e-01
     20   6.214242e+00   2.185961e-02   3.535868e+00   3.609632e-09   2.709999e-01
     21   6.349900e+00   2.274266e-02   3.465985e+00   3.778605e-09   2.709999e-01
     22   6.488293e+00   2.366139e-02   3.397505e+00   3.950522e-09   2.709999e-01
     23   6.629476e+00   2.461724e-02   3.330399e+00   4.125792e-09   2.709999e-01
     24   6.773503e+00   2.561171e-02   3.264638e+00   4.304816e-09   2.709999e-01
     25   6.920431e+00   2.664635e-02   3.200194e+00   4.487986e-09   2.709999e-01
     26   7.070318e+00   2.772279e-02   3.137040e+00   4.675691e-09   2.709999e-01
     27   7.223223e+00   2.884272e-02   3.075149e+00   4.868312e-09   2.709999e-01
     28   7.379205e+00   3.000789e-02   3.014495e+00   5.066229e-09   2.709999e-01
     29   7.538326e+00   3.122014e-02   2.955054e+00   5.269821e-09   2.709999e-01
     30   7.700647e+00   3.248136e-02   2.896799e+00   5.479467e-09   2.709999e-01
     31   7.866232e+00   3.379354e-02   2.839706e+00   5.695548e-09   2.709999e-01
     32   8.035147e+00   3.515873e-02   2.783753e+00   5.918447e-09   2.709999e-01
     33   8.207457e+00   3.657907e-02   2.728915e+00   6.148551e-09   2.709999e-01
     34   8.383229e+00   3.805680e-02   2.675171e+00   6.386254e-09   2.709999e-01
     35   8.562533e+00   3.959423e-02   2.622497e+00   6.631954e-09   2.709999e-01
     36   8.745438e+00   4.119377e-02   2.570873e+00   6.886058e-09   2.709999e-01
     37   8.932016e+00   4.285794e-02   2.520277e+00   7.148982e-09   2.709998e-01
     38   9.122339e+00   4.458933e-02   2.470689e+00   7.421149e-09   2.709998e-01
     39   9.316482e+00   4.639068e-02   2.422088e+00   7.702995e-09   2.709998e-01
     40   9.514522e+00   4.826481e-02   2.374455e+00   7.994967e-09   2.709998e-01
     41   9.716533e+00   5.021465e-02   2.327770e+00   8.297524e-09   2.709998e-01
     42   9.922597e+00   5.224327e-02   2.282015e+00   8.611140e-09   2.709998e-01
     43   1.013279e+01   5.435385e-02   2.237172e+00   8.936302e-09   2.709998e-01
     44   1.034720e+01   5.654970e-02   2.193222e+00   9.273513e-09   2.709998e-01
     45   1.056590e+01   5.883427e-02   2.150148e+00   9.623293e-09   2.709998e-01
     46   1.078899e+01   6.121114e-02   2.107934e+00   9.986180e-09   2.709998e-01
     47   1.101654e+01   6.368405e-02   2.066562e+00   1.036273e-08   2.709998e-01
     48   1.124865e+01   6.625687e-02   2.026016e+00   1.075352e-08   2.709998e-01
     49   1.148541e+01   6.893364e-02   1.986281e+00   1.115914e-08   2.709998e-01
     50   1.172690e+01   7.171856e-02   1.947341e+00   1.158021e-08   2.709997e-01
     51   1.197322e+01   7.461600e-02   1.909182e+00   1.201738e-08   2.709997e-01
     52   1.222446e+01   7.763052e-02   1.871788e+00   1.247131e-08   2.709997e-01
     53   1.248072e+01   8.076684e-02   1.835147e+00   1.294269e-08   2.709997e-01
     54   1.274210e+01   8.402990e-02   1.799243e+00   1.343222e-08   2.709997e-01
     55   1.300869e+01   8.742480e-02   1.764065e+00   1.394065e-08   2.709997e-01
     56   1.328061e+01   9.095689e-02   1.729599e+00   1.446874e-08   2.709997e-01
     57   1.355793e+01   9.463170e-02   1.695833e+00   1.501727e-08   2.709997e-01
     58   1.384079e+01   9.845502e-02   1.662755e+00   1.558705e-08   2.709997e-01
     59   1.412926e+01   1.024328e-01   1.630354e+00   1.617891e-08   2.709996e-01
     60   1.442347e+01   1.065714e-01   1.598618e+00   1.679369e-08   2.709996e-01
     61   1.472353e+01   1.108773e-01   1.567538e+00   1.743227e-08   2.709996e-01
     62   1.502953e+01   1.153572e-01   1.537103e+00   1.809553e-08   2.709996e-01
     63   1.534159e+01   1.200181e-01   1.507304e+00   1.878440e-08   2.709996e-01
     64   1.565982e+01   1.248675e-01   1.478133e+00   1.949983e-08   2.709996e-01
     65   1.598432e+01   1.299129e-01   1.449580e+00   2.024281e-08   2.709996e-01
     66   1.631523e+01   1.351622e-01   1.421638e+00   2.101430e-08   2.709995e-01
     67   1.665263e+01   1.406239e-01   1.394300e+00   2.181528e-08   2.709995e-01
     68   1.699665e+01   1.463063e-01   1.367560e+00   2.264676e-08   2.709995e-01
     69   1.734740e+01   1.522186e-01   1.341411e+00   2.350986e-08   2.709995e-01
     70   1.770498e+01   1.583699e-01   1.315850e+00   2.440558e-08   2.709995e-01
     71   1.806951e+01   1.647701e-01   1.290872e+00   2.533498e-08   2.709994e-01
     72   1.844110e+01   1.714292e-01   1.266472e+00   2.629903e-08   2.709994e-01
     73   1.881984e+01   1.783578e-01   1.242650e+00   2.729884e-08   2.709994e-01
     74   1.920585e+01   1.855668e-01   1.219404e+00   2.833538e-08   2.709994e-01
     75   1.959921e+01   1.930675e-01   1.196732e+00   2.940972e-08   2.709993e-01
     76   2.000002e+01   2.008720e-01   1.174636e+00   3.052286e-08   2.709993e-01
     77   2.040838e+01   2.089926e-01   1.153118e+00   3.167568e-08   2.709993e-01
     78   2.082435e+01   2.174422e-01   1.132180e+00   3.286902e-08   2.709993e-01
     79   2.124802e+01   2.262342e-01   1.111828e+00   3.410376e-08   2.709992e-01
     80   2.167944e+01   2.353826e-01   1.092066e+00   3.538050e-08   2.709992e-01
     81   2.211867e+01   2.449021e-01   1.072902e+00   3.669987e-08   2.709992e-01
     82   2.256575e+01   2.548078e-01   1.054346e+00   3.806219e-08   2.709991e-01
