# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   5.730272e+00   9.900990e-03   5.231737e+00   0.000000e+00   nan
      1   5.844877e+00   1.030099e-02   5.129155e+00   0.000000e+00   nan
      2   5.961775e+00   1.071715e-02   5.028584e+00   0.000000e+00   nan
      3   6.081010e+00   1.115012e-02   4.929985e+00   0.000000e+00   nan
      4   6.202630e+00   1.160059e-02   4.833320e+00   0.000000e+00   nan
      5   6.326683e+00   1.206925e-02   4.738550e+00   0.000000e+00   nan
      6   6.453216e+00   1.255685e-02   4.645639e+00   0.000000e+00   nan
      7   6.582280e+00   1.306415e-02   4.554549e+00   0.000000e+00   nan
      8   6.713925e+00   1.359194e-02   4.465246e+00   0.000000e+00   nan
      9   6.848203e+00   1.414105e-02   4.377694e+00   0.000000e+00   nan
     10   6.985167e+00   1.471235e-02   4.291859e+00   0.000000e+00   nan
     11   7.124870e+00   1.530673e-02   4.207707e+00   0.000000e+00   nan
     12   7.267367e+00   1.592512e-02   4.125206e+00   0.000000e+00   nan
     13   7.412713e+00   1.656850e-02   4.044322e+00   0.000000e+00   nan
     14   7.560967e+00   1.723787e-02   3.965025e+00   0.000000e+00   nan
     15   7.712185e+00   1.793428e-02   3.887282e+00   0.000000e+00   nan
     16   7.866428e+00   1.865882e-02   3.811065e+00   0.000000e+00   nan
     17   8.023755e+00   1.941264e-02   3.736342e+00   0.000000e+00   nan
     18   8.184229e+00   2.019691e-02   3.663085e+00   0.000000e+00   nan
     19   8.347912e+00   2.101286e-02   3.591265e+00   0.000000e+00   nan
     20   8.514869e+00   2.186178e-02   3.520853e+00   0.000000e+00   nan
     21   8.685164e+00   2.274500e-02   3.451823e+00   0.000000e+00   nan
     22   8.858865e+00   2.366390e-02   3.384147e+00   0.000000e+00   nan
     23   9.036040e+00   2.461992e-02   3.317799e+00   0.000000e+00   nan
     24   9.216757e+00   2.561457e-02   3.252752e+00   0.000000e+00   nan
     25   9.401089e+00   2.664940e-02   3.188981e+00   0.000000e+00   nan
     26   9.589107e+00   2.772604e-02   3.126462e+00   0.000000e+00   nan
     27   9.780884e+00   2.884617e-02   3.065170e+00   0.000000e+00   nan
     28   9.976496e+00   3.001156e-02   3.005081e+00   0.000000e+00   nan
     29   1.017602e+01   3.122403e-02   2.946171e+00   0.000000e+00   nan
     30   1.037953e+01   3.248548e-02   2.888418e+00   0.000000e+00   nan
     31   1.058712e+01   3.379790e-02   2.831798e+00   0.000000e+00   nan
     32   1.079885e+01   3.516334e-02   2.776291e+00   0.000000e+00   nan
     33   1.101481e+01   3.658394e-02   2.721874e+00   0.000000e+00   nan
     34   1.123510e+01   3.806194e-02   2.668526e+00   0.000000e+00   nan
     35   1.145979e+01   3.959965e-02   2.616226e+00   0.000000e+00   nan
     36   1.168897e+01   4.119948e-02   2.564954e+00   0.000000e+00   nan
     37   1.192273e+01   4.286395e-02   2.514690e+00   0.000000e+00   nan
     38   1.216116e+01   4.459567e-02   2.465415e+00   0.000000e+00   nan
     39   1.240436e+01   4.639735e-02   2.417110e+00   0.000000e+00   nan
     40   1.265242e+01   4.827181e-02   2.369755e+00   0.000000e+00   nan
     41   1.290543e+01   5.022201e-02   2.323334e+00   0.000000e+00   nan
     42   1.316350e+01   5.225101e-02   2.277826e+00   0.000000e+00   nan
     43   1.342673e+01   5.436197e-02   2.233217e+00   0.000000e+00   nan
     44   1.369521e+01   5.655822e-02   2.189487e+00   0.000000e+00   nan
     45   1.396906e+01   5.884321e-02   2.146621e+00   0.000000e+00   nan
     46   1.424838e+01   6.122052e-02   2.104603e+00   0.000000e+00   nan
     47   1.453327e+01   6.369387e-02   2.063416e+00   0.000000e+00   nan
     48   1.482385e+01   6.626716e-02   2.023044e+00   0.000000e+00   nan
     49   1.512023e+01   6.894442e-02   1.983474e+00   0.000000e+00   nan
     50   1.542252e+01   7.172985e-02   1.944689e+00   0.000000e+00   nan
     51   1.573084e+01   7.462783e-02   1.906676e+00   0.000000e+00   nan
     52   1.604530e+01   7.764290e-02   1.869421e+00   0.000000e+00   nan
     53   1.636603e+01   8.077980e-02   1.832909e+00   0.000000e+00   nan
     54   1.669316e+01   8.404345e-02   1.797129e+00   0.000000e+00   nan
     55   1.702679e+01   8.743897e-02   1.762066e+00   0.000000e+00   nan
     56   1.736706e+01   9.097170e-02   1.727710e+00   0.000000e+00   nan
