# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.03856e-05 to 223.529 h/Mpc,
# number of wavenumbers equal to 388
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                    9:t_g                   10:t_b                   11:t_cdm                 12:t_ur                  13:t_tot              
       5.707307805146e-05      -1.550630800595e+00      -1.162973140639e+00      -1.162973140858e+00      -1.550630793954e+00      -1.174315139161e+00       6.124481753721e-01       5.967578169170e-01       4.520898638878e-07       4.522159354763e-07       4.522160230888e-07       4.520813734526e-07       4.522110011424e-07 
       5.976284935282e-05      -1.550675583703e+00      -1.163006736780e+00      -1.163006736974e+00      -1.550675575828e+00      -1.174349062566e+00       6.124471925906e-01       5.967571617013e-01       4.956919040888e-07       4.958445509412e-07       4.958446259921e-07       4.956817847579e-07       4.958385538637e-07 
       6.257938567020e-05      -1.550724216759e+00      -1.163043229255e+00      -1.163043226440e+00      -1.550724212301e+00      -1.174385907836e+00       6.124462309672e-01       5.967566640981e-01       5.434934938912e-07       5.436838371629e-07       5.436825402080e-07       5.434854557528e-07       5.436753040588e-07 
       6.552866125475e-05      -1.550780967525e+00      -1.163085798490e+00      -1.163085798895e+00      -1.550780955827e+00      -1.174428894557e+00       6.124443222519e-01       5.967550824561e-01       5.959099617873e-07       5.961346346466e-07       5.961347774953e-07       5.958951119320e-07       5.961258348422e-07 
       6.861693191541e-05      -1.550843709280e+00      -1.163132871560e+00      -1.163132872165e+00      -1.550843694938e+00      -1.174476426191e+00       6.124420981402e-01       5.967533618774e-01       6.533728822157e-07       6.536470317371e-07       6.536472374048e-07       6.533548293020e-07       6.536363205809e-07 
       7.185074828829e-05      -1.550908661976e+00      -1.163181604467e+00      -1.163181605316e+00      -1.550908644499e+00      -1.174525633830e+00       6.124406201327e-01       5.967523486680e-01       7.163783449630e-07       7.167087568379e-07       7.167090479330e-07       7.163564651457e-07       7.166958806019e-07 
       7.523696973149e-05      -1.550979827871e+00      -1.163235001549e+00      -1.163235002479e+00      -1.550979807016e+00      -1.174579550825e+00       6.124390120845e-01       5.967512577828e-01       7.854560136842e-07       7.858545091623e-07       7.858548214109e-07       7.854298315737e-07       7.858389514730e-07 
       7.878277887468e-05      -1.551061827105e+00      -1.163296530096e+00      -1.163296531372e+00      -1.551061801665e+00      -1.174641678542e+00       6.124362552660e-01       5.967491526778e-01       8.611853571837e-07       8.616698132305e-07       8.616702289743e-07       8.611536221686e-07       8.616509303775e-07 
       8.249569685446e-05      -1.551147689281e+00      -1.163360959646e+00      -1.163360961205e+00      -1.551147658646e+00      -1.174706735345e+00       6.124342444005e-01       5.967477681353e-01       9.442168730094e-07       9.448005004269e-07       9.448010075796e-07       9.441786840847e-07       9.447777579163e-07 
       8.638359926766e-05      -1.551256806006e+00      -1.163442846623e+00      -1.163442848835e+00      -1.551256768278e+00      -1.174789419466e+00       6.124282911437e-01       5.967428022497e-01       1.035223246691e-06       1.035945504474e-06       1.035946204489e-06       1.035176688717e-06       1.035917429778e-06 
       9.045473287655e-05      -1.551357365678e+00      -1.163518312919e+00      -1.163518315593e+00      -1.551357320335e+00      -1.174865620244e+00       6.124265385340e-01       5.967417502736e-01       1.135026590029e-06       1.135890357473e-06       1.135891211033e-06       1.134970625755e-06       1.135856790969e-06 
       9.471773310136e-05      -1.551469083937e+00      -1.163602158770e+00      -1.163602161938e+00      -1.551469029534e+00      -1.174950281893e+00       6.124242504373e-01       5.967402593420e-01       1.244440806431e-06       1.245476788590e-06       1.245477800449e-06       1.244373608593e-06       1.245436518883e-06 
       9.918164233710e-05      -1.551591060644e+00      -1.163693712719e+00      -1.163693715130e+00      -1.551590997542e+00      -1.175042725240e+00       6.124218690624e-01       5.967387622196e-01       1.364391694060e-06       1.365636388877e-06       1.365636952157e-06       1.364312826227e-06       1.365587506813e-06 
       1.038559291337e-04      -1.551722967869e+00      -1.163792719956e+00      -1.163792724313e+00      -1.551722889828e+00      -1.175142696492e+00       6.124197170660e-01       5.967374991834e-01       1.495902101906e-06       1.497387888721e-06       1.497389286880e-06       1.495805413030e-06       1.497330086608e-06 
       1.087505082803e-04      -1.551870517581e+00      -1.163903481143e+00      -1.163903486348e+00      -1.551870423834e+00      -1.175254534560e+00       6.124166235131e-01       5.967354625677e-01       1.640064936632e-06       1.641849127360e-06       1.641850797416e-06       1.639948758616e-06       1.641779707988e-06 
       1.138757618353e-04      -1.552032195192e+00      -1.164024858092e+00      -1.164024864329e+00      -1.552032082538e+00      -1.175377091261e+00       6.124132547667e-01       5.967332480112e-01       1.798104326461e-06       1.800246926010e-06       1.800248925849e-06       1.797964704629e-06       1.800163555346e-06 
       1.192425611488e-04      -1.552210969294e+00      -1.164159085178e+00      -1.164159091913e+00      -1.552210835170e+00      -1.175512621872e+00       6.124091809290e-01       5.967304824056e-01       1.971346515195e-06       1.973924989738e-06       1.973927080069e-06       1.971179707649e-06       1.973824421518e-06 
       1.248622899217e-04      -1.552406804514e+00      -1.164306133933e+00      -1.164306142655e+00      -1.552406642159e+00      -1.175661099329e+00       6.124047561909e-01       5.967274758854e-01       2.161258170116e-06       2.164357392293e-06       2.164360159713e-06       2.161056774694e-06       2.164236705838e-06 
       1.307468683520e-04      -1.552618783994e+00      -1.164465323102e+00      -1.164465333571e+00      -1.552618588973e+00      -1.175821834097e+00       6.124005870747e-01       5.967248062720e-01       2.369444700145e-06       2.373163221491e-06       2.373166544254e-06       2.369202719461e-06       2.373018415448e-06 
       1.369087784196e-04      -1.552855128556e+00      -1.164642831300e+00      -1.164642844918e+00      -1.552854892046e+00      -1.176001065835e+00       6.123950275140e-01       5.967209693582e-01       2.597635511184e-06       2.602108739999e-06       2.602113120165e-06       2.597343073883e-06       2.601934833588e-06 
       1.433610903619e-04      -1.553111907572e+00      -1.164835711565e+00      -1.164835729099e+00      -1.553111621551e+00      -1.176195818287e+00       6.123895160590e-01       5.967172957298e-01       2.847769944180e-06       2.853142044914e-06       2.853147945573e-06       2.847416878225e-06       2.852933682599e-06 
       1.501174903977e-04      -1.553393108241e+00      -1.165046975001e+00      -1.165046993839e+00      -1.553392768006e+00      -1.176409128391e+00       6.123835487566e-01       5.967133609160e-01       3.121935952600e-06       3.128394051867e-06       3.128400061077e-06       3.121514609108e-06       3.128142737801e-06 
       1.571923097572e-04      -1.553697965434e+00      -1.165276041550e+00      -1.165276063806e+00      -1.553697557563e+00      -1.176640414442e+00       6.123778652450e-01       5.967098199557e-01       3.422457830417e-06       3.430202096630e-06       3.430209214445e-06       3.421952173422e-06       3.429900654047e-06 
       1.646005550808e-04      -1.554037085331e+00      -1.165530901663e+00      -1.165530928451e+00      -1.554036594791e+00      -1.176897742579e+00       6.123704002114e-01       5.967048054282e-01       3.751806865901e-06       3.761118528108e-06       3.761127077256e-06       3.751198933552e-06       3.760756068795e-06 
       1.723579402501e-04      -1.554408343273e+00      -1.165809960138e+00      -1.165809995953e+00      -1.554407747605e+00      -1.177179504791e+00       6.123623431716e-01       5.966994026006e-01       4.112769524440e-06       4.123955498593e-06       4.123967359113e-06       4.112033935057e-06       4.123521287131e-06 
       1.804809197192e-04      -1.554819474641e+00      -1.166119049145e+00      -1.166119100559e+00      -1.554818743989e+00      -1.177491590545e+00       6.123524689967e-01       5.966925080437e-01       4.508329970644e-06       4.521783855782e-06       4.521801643825e-06       4.507434236164e-06       4.521264292145e-06 
       1.889867234164e-04      -1.555264890443e+00      -1.166453989848e+00      -1.166454057985e+00      -1.555264001872e+00      -1.177829775368e+00       6.123429658200e-01       5.966861735850e-01       4.941843084231e-06       4.957995428986e-06       4.958019914185e-06       4.940757883532e-06       4.957374038176e-06 
       1.978933932919e-04      -1.555749651503e+00      -1.166818679602e+00      -1.166818736224e+00      -1.555748626261e+00      -1.178197967148e+00       6.123334111119e-01       5.966801411512e-01       5.416871783763e-06       5.436305604925e-06       5.436323816954e-06       5.415602213205e-06       5.435549424694e-06 
       2.072198215866e-04      -1.556281203105e+00      -1.167218623713e+00      -1.167218693035e+00      -1.556279968759e+00      -1.178601769770e+00       6.123229018413e-01       5.966733984027e-01       5.937418244974e-06       5.960742739552e-06       5.960765080039e-06       5.935890961610e-06       5.959835506158e-06 
       2.169857909054e-04      -1.556868394510e+00      -1.167660585736e+00      -1.167660665981e+00      -1.556866916380e+00      -1.179047986986e+00       6.123102322617e-01       5.966649663061e-01       6.507713931481e-06       6.535758067566e-06       6.535783749439e-06       6.505882732774e-06       6.534666383246e-06 
       2.272120161784e-04      -1.557510393413e+00      -1.168143982420e+00      -1.168144067298e+00      -1.557508635432e+00      -1.179536024547e+00       6.122967434226e-01       5.966561153798e-01       7.132525171482e-06       7.166244989817e-06       7.166270403203e-06       7.130340104668e-06       7.164928198845e-06 
       2.379201886006e-04      -1.558218144892e+00      -1.168677037449e+00      -1.168677153240e+00      -1.558216009292e+00      -1.180074211685e+00       6.122809330704e-01       5.966453997125e-01       7.816990131605e-06       7.857520865184e-06       7.857557901886e-06       7.814345605649e-06       7.855943077674e-06 
       2.491330216414e-04      -1.558990988195e+00      -1.169259382356e+00      -1.169259521362e+00      -1.558988421610e+00      -1.180662144096e+00       6.122643124451e-01       5.966343439979e-01       8.566767471032e-06       8.615483945337e-06       8.615528398198e-06       8.563589906320e-06       8.613587466913e-06 
       2.608742992229e-04      -1.559837119546e+00      -1.169897223732e+00      -1.169897395251e+00      -1.559834027067e+00      -1.181306100001e+00       6.122463122879e-01       5.966224138018e-01       9.388015952405e-06       9.446551279856e-06       9.446606503357e-06       9.384191841100e-06       9.444273936386e-06 
       2.731689261691e-04      -1.560768253239e+00      -1.170599522593e+00      -1.170599724114e+00      -1.560764544489e+00      -1.182015111357e+00       6.122255974597e-01       5.966084557243e-01       1.028735468777e-05       1.035776028588e-05       1.035782470800e-05       1.028276625852e-05       1.035501967940e-05 
       2.860429810320e-04      -1.561785638515e+00      -1.171367273601e+00      -1.171367515902e+00      -1.561781181004e+00      -1.182790190649e+00       6.122036468768e-01       5.965938379462e-01       1.127223310206e-05       1.135685514343e-05       1.135693261825e-05       1.126672018220e-05       1.135356121620e-05 
       2.995237714082e-04      -1.562899695455e+00      -1.172208473861e+00      -1.172208765047e+00      -1.562894338687e+00      -1.183639403468e+00       6.121797794231e-01       5.965779926863e-01       1.235060757688e-05       1.245230336470e-05       1.245239649304e-05       1.234398468017e-05       1.244834489394e-05 
       3.136398918614e-04      -1.564120689334e+00      -1.173131021491e+00      -1.173131371324e+00      -1.564114252207e+00      -1.184570718181e+00       6.121535372383e-01       5.965605496497e-01       1.353116918068e-05       1.365338833841e-05       1.365350023295e-05       1.352321345723e-05       1.364863103997e-05 
       3.284212845757e-04      -1.565458103154e+00      -1.174142253904e+00      -1.174142673794e+00      -1.565450369011e+00      -1.185591535900e+00       6.121248605214e-01       5.965415089283e-01       1.482341903410e-05       1.497029503080e-05       1.497042936335e-05       1.481386364378e-05       1.496457795632e-05 
       3.438993028667e-04      -1.566924661942e+00      -1.175252007408e+00      -1.175252512196e+00      -1.566915367847e+00      -1.186711779700e+00       6.120930833643e-01       5.965203197950e-01       1.623764388366e-05       1.641417599942e-05       1.641433751043e-05       1.622616671984e-05       1.640730474071e-05 
       3.601067776866e-04      -1.568530400887e+00      -1.176468127727e+00      -1.176468732419e+00      -1.568519236567e+00      -1.187939358935e+00       6.120584604918e-01       5.964972877119e-01       1.778512474358e-05       1.799728037962e-05       1.799747369026e-05       1.777134359872e-05       1.798902207575e-05 
       3.770780872622e-04      -1.570289882643e+00      -1.177801937984e+00      -1.177802666417e+00      -1.570276465424e+00      -1.189285697869e+00       6.120203570886e-01       5.964718932013e-01       1.947804291094e-05       1.973301151806e-05       1.973324450557e-05       1.946149151176e-05       1.972308740242e-05 
       3.948492300167e-04      -1.572214309474e+00      -1.179262354104e+00      -1.179263201029e+00      -1.572198234658e+00      -1.190759755242e+00       6.119792625079e-01       5.964446990914e-01       2.132971713075e-05       2.163611471294e-05       2.163638107205e-05       2.130988136710e-05       2.162417864484e-05 
       4.134579009264e-04      -1.574326333833e+00      -1.180866828331e+00      -1.180867884828e+00      -1.574306959886e+00      -1.192379211468e+00       6.119330960980e-01       5.964137962417e-01       2.335442567518e-05       2.372261092890e-05       2.372294931349e-05       2.333056032643e-05       2.370828223460e-05 
       4.329435714772e-04      -1.576637612172e+00      -1.182624901077e+00      -1.182626186758e+00      -1.576614314054e+00      -1.194153610554e+00       6.118828523035e-01       5.963802674895e-01       2.556782804749e-05       2.601024877565e-05       2.601066399372e-05       2.553915887733e-05       2.599303816232e-05 
       4.533475733889e-04      -1.579167390645e+00      -1.184551895571e+00      -1.184553415717e+00      -1.579139443050e+00      -1.196098377566e+00       6.118279689379e-01       5.963437121471e-01       2.798674289209e-05       2.851840652320e-05       2.851889278559e-05       2.795236615707e-05       2.849771516144e-05 
       4.747131862852e-04      -1.581939748099e+00      -1.186666468292e+00      -1.186668437123e+00      -1.581905957842e+00      -1.198232493079e+00       6.117671304611e-01       5.963028994583e-01       3.062953400003e-05       3.126817295135e-05       3.126882770598e-05       3.058809446195e-05       3.124337329294e-05 
       4.970857294954e-04      -1.584968970124e+00      -1.188981426108e+00      -1.188983624562e+00      -1.584928648940e+00      -1.200568458534e+00       6.117016839323e-01       5.962594808954e-01       3.351557244776e-05       3.428312844310e-05       3.428383208124e-05       3.346607184932e-05       3.425325995669e-05 
       5.205126581833e-04      -1.588285690645e+00      -1.191520378625e+00      -1.191522994357e+00      -1.588237309018e+00      -1.203130411949e+00       6.116295965520e-01       5.962114668192e-01       3.666633802527e-05       3.758850902880e-05       3.758934096395e-05       3.660699211205e-05       3.755261499451e-05 
       5.450436640056e-04      -1.591913433021e+00      -1.194303216415e+00      -1.194306207752e+00      -1.591855575119e+00      -1.205938163781e+00       6.115508778755e-01       5.961591514726e-01       4.010437639486e-05       4.121242248893e-05       4.121334743489e-05       4.003339894147e-05       4.116923825212e-05 
       5.707307805146e-04      -1.595885695436e+00      -1.197356424627e+00      -1.197360126980e+00      -1.595816065564e+00      -1.209018702532e+00       6.114637518787e-01       5.961008872668e-01       4.385433040287e-05       4.518524867229e-05       4.518641537103e-05       4.376908624442e-05       4.513342370684e-05 
       5.976284935282e-04      -1.600227198622e+00      -1.200701966658e+00      -1.200706274796e+00      -1.600143845167e+00      -1.212393715620e+00       6.113689398225e-01       5.960377320579e-01       4.794202561326e-05       4.954087942893e-05       4.954222034038e-05       4.784002551339e-05       4.947857849496e-05 
       6.257938567020e-04      -1.604978870825e+00      -1.204372181125e+00      -1.204377669854e+00      -1.604878315413e+00      -1.216096331418e+00       6.112640522225e-01       5.959674084841e-01       5.239575383436e-05       5.431567273033e-05       5.431742658508e-05       5.227311282475e-05       5.424097519630e-05 
