# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.03856e-05 to 223.529 h/Mpc,
# number of wavenumbers equal to 388
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                    9:t_g                   10:t_b                   11:t_cdm                 12:t_ur                  13:t_tot              
       4.533475733889e-03      -2.707116390805e+00      -3.243916747818e+00      -3.258827918439e+00      -2.609741509029e+00      -3.239249685429e+00       5.622100880484e-01       5.597550209163e-01      -2.319959419246e-04       2.718353226667e-03       2.722931778477e-03      -2.040606174032e-04       2.608531940176e-03 
       4.747131862852e-03      -2.701313577606e+00      -3.434074439290e+00      -3.451959778160e+00      -2.597440320318e+00      -3.426031278000e+00       5.584459162280e-01       5.566510313718e-01      -3.808417848868e-04       2.967550134639e-03       2.973023695600e-03      -3.293540197422e-04       2.843450989819e-03 
       4.970857294954e-03      -2.682836855400e+00      -3.640635290538e+00      -3.662093073517e+00      -2.573858801401e+00      -3.628871940883e+00       5.544897467050e-01       5.533312525787e-01      -5.408239636774e-04       3.238386658227e-03       3.244931682268e-03      -4.594599454529e-04       3.098986615505e-03 
       5.205126581833e-03      -2.650620072511e+00      -3.864874159902e+00      -3.890594653060e+00      -2.538581612065e+00      -3.849061170097e+00       5.503468277750e-01       5.497903147211e-01      -7.073421284146e-04       3.532556233067e-03       3.540370766644e-03      -5.892384763734e-04       3.376970483891e-03 
       5.450436640056e-03      -2.603998494392e+00      -4.108091480622e+00      -4.138925358572e+00      -2.491659205943e+00      -4.087981811410e+00       5.460223713483e-01       5.460222051020e-01      -8.740296163461e-04       3.851820313214e-03       3.861151418585e-03      -7.121192888381e-04       3.679384749441e-03 
       5.707307805146e-03      -2.542823027180e+00      -4.371670622941e+00      -4.408639243714e+00      -2.433729508274e+00      -4.347121568201e+00       5.415230782468e-01       5.420221416616e-01      -1.032530866776e-03       4.198044094721e-03       4.209186885439e-03      -8.201436271028e-04       4.008377783748e-03 
       5.976284935282e-03      -2.467639035458e+00      -4.657108546531e+00      -4.701391792261e+00      -2.366148779691e+00      -4.628089040961e+00       5.368601873584e-01       5.377899989984e-01      -1.172427933580e-03       4.573232281561e-03       4.586519114327e-03      -9.042041177285e-04       4.366288454678e-03 
       6.257938567020e-03      -2.379870847950e+00      -4.965895954353e+00      -5.018944922262e+00      -2.291060675924e+00      -4.932603609751e+00       5.320439581005e-01       5.333255413268e-01      -1.281583385975e-03       4.979447436836e-03       4.995291196553e-03      -9.545834706058e-04       4.755595146759e-03 
       6.552866125475e-03      -2.281918603504e+00      -5.299632327765e+00      -5.363163425394e+00      -2.211424052185e+00      -5.262512008345e+00       5.270845868879e-01       5.286299829064e-01      -1.346475421662e-03       5.418868993323e-03       5.437751937722e-03      -9.617356058777e-04       5.178908370858e-03 
       6.861693191541e-03      -2.177300334496e+00      -5.659985943239e+00      -5.736031171503e+00      -2.130991265926e+00      -5.619797699593e+00       5.219948327005e-01       5.237094195796e-01      -1.353160528982e-03       5.893805103953e-03       5.916292110825e-03      -9.174685531315e-04       5.638961313159e-03 
       7.185074828829e-03      -2.070637100775e+00      -6.048645714685e+00      -6.139642440519e+00      -2.054122324065e+00      -6.006563969893e+00       5.167838168326e-01       5.185696041341e-01      -1.288682100994e-03       6.406633725616e-03       6.433400005041e-03      -8.164574698529e-04       6.138508932153e-03 
       7.523696973149e-03      -1.967572850139e+00      -6.467391825614e+00      -6.576223062533e+00      -1.985519759021e+00      -6.425057417587e+00       5.114619144162e-01       5.132216368839e-01      -1.142935144120e-03       6.959889513536e-03       6.991725373945e-03      -6.580271018408e-04       6.680322278077e-03 
       7.878277887468e-03      -1.874479816811e+00      -6.918015725067e+00      -7.048119233231e+00      -1.929754757130e+00      -6.877635877236e+00       5.060345217233e-01       5.076765858666e-01      -9.111424909061e-04       7.556190399513e-03       7.594033278661e-03      -4.480004058583e-04       7.267054443927e-03 
       8.249569685446e-03      -1.797984986439e+00      -7.402298685214e+00      -7.557798720290e+00      -1.890672707224e+00      -7.366750869526e+00       5.005016694530e-01       5.019456183694e-01      -5.966098003030e-04       8.198239651111e-03       8.243209771015e-03      -2.002862284186e-04       7.901157715477e-03 
       8.638359926766e-03      -1.744314750033e+00      -7.922152704599e+00      -8.107865593093e+00      -1.870700706642e+00      -7.894961507957e+00       4.948607376843e-01       4.960427828398e-01      -2.134973138678e-04       8.888925557028e-03       8.942314709121e-03       6.227838340743e-05       8.584865048759e-03 
       9.045473287655e-03      -1.718348856071e+00      -8.479396674315e+00      -8.701064610623e+00      -1.870097742083e+00      -8.464878787727e+00       4.891032413515e-01       4.899815349519e-01       2.107935348934e-04       9.631226084580e-03       9.694567988930e-03       3.084441229046e-04       9.320118402182e-03 
       9.471773310136e-03      -1.722571537832e+00      -9.075823838905e+00      -9.340243657071e+00      -1.886322286779e+00      -9.079119461227e+00       4.832121932199e-01       4.837708862552e-01       6.347746581832e-04       1.042819602411e-02       1.050329426676e-02       5.011622789075e-04       1.010854401474e-02 
       9.918164233710e-03      -1.756007526376e+00      -9.713150377415e+00      -1.002838707709e+01      -1.913728734965e+00      -9.740303560831e+00       4.771667968004e-01       4.774182371747e-01       1.004248944164e-03       1.128301329751e-02       1.137199763645e-02       6.027065056788e-04       1.095163208174e-02 
       1.038559291337e-02      -1.813348488913e+00      -1.039305667590e+01      -1.076858743778e+01      -1.943770136585e+00      -1.045102493785e+01       4.709421917224e-01       4.709264070379e-01       1.257128719330e-03       1.219897008241e-02       1.230432469261e-02       5.825028066307e-04       1.185093856599e-02 
       1.087505082803e-02      -1.884539052060e+00      -1.111698080475e+01      -1.156402299302e+01      -1.965929316412e+00      -1.121380540371e+01       4.645102087831e-01       4.642911177200e-01       1.332572179213e-03       1.317936574116e-02       1.330401791614e-02       4.268932128707e-04       1.280839298378e-02 
       1.138757618353e-02      -1.955227609729e+00      -1.188623377454e+01      -1.241795486963e+01      -1.969497336729e+00      -1.203113894600e+01       4.578445448295e-01       4.575026188049e-01       1.184367912535e-03       1.422757003570e-02       1.437493312431e-02       1.489677512552e-04       1.382678136752e-02 
       1.192425611488e-02      -2.008310672817e+00      -1.270180626453e+01      -1.333368492295e+01      -1.946053686843e+00      -1.290548401568e+01       4.509221934606e-01       4.505439503518e-01       7.975078230874e-04       1.534688914124e-02       1.552095245028e-02      -2.047989689373e-04       1.491013692337e-02 
       1.248622899217e-02      -2.026776686006e+00      -1.356437702908e+01      -1.431452982238e+01      -1.892255406206e+00      -1.383932579970e+01       4.437274548927e-01       4.433929064963e-01       2.045835491060e-04       1.654053606832e-02       1.674594100210e-02      -5.553765980660e-04       1.606406028862e-02 
       1.307468683520e-02      -1.997659245455e+00      -1.447414378002e+01      -1.536378095368e+01      -1.812129994548e+00      -1.483521305125e+01       4.362536459466e-01       4.360236420840e-01      -5.034088986778e-04       1.781150555570e-02       1.805365242218e-02      -8.036810282232e-04       1.729567332657e-02 
       1.369087784196e-02      -1.916451932290e+00      -1.543082167957e+01      -1.648467405740e+01      -1.717810313921e+00      -1.589581775874e+01       4.285046692826e-01       4.284107436176e-01      -1.179182519288e-03       1.916252541024e-02       1.944766662061e-02      -8.566830589167e-04       1.861310323152e-02 
       1.433610903619e-02      -1.790773324972e+00      -1.643351966019e+01      -1.768033920103e+01      -1.627656116217e+00      -1.702391614327e+01       4.204931720550e-01       4.205326412679e-01      -1.641468770003e-03       2.059593104166e-02       2.093128277575e-02      -6.640264243139e-04       2.002429507626e-02 
       1.501174903975e-02      -1.641582107607e+00      -1.748064226374e+01      -1.895376848475e+01      -1.561270292171e+00      -1.822230901726e+01       4.122372531264e-01       4.123757322779e-01      -1.720938738500e-03       2.211358702921e-02       2.250745161839e-02      -2.541941255881e-04       2.153533415713e-02 
       1.571923097563e-02      -1.500287782845e+00      -1.856984864705e+01      -2.030778282901e+01      -1.532117240424e+00      -1.949365104369e+01       4.037556776947e-01       4.039375905104e-01      -1.325152890838e-03       2.371684979416e-02       2.417873474179e-02       2.480337719996e-04       2.314865747464e-02 
       1.646005550763e-02      -1.400820570534e+00      -1.969794996333e+01      -2.174496532597e+01      -1.540158828178e+00      -2.084015680498e+01       3.950616305804e-01       3.952269154675e-01      -5.040696914406e-04       2.540650349008e-02       2.594723245779e-02       6.439096343524e-04       2.486184595284e-02 
       1.723579402282e-02      -1.367623231279e+00      -2.086071997863e+01      -2.326763396230e+01      -1.568341176723e+00      -2.226330143983e+01       3.861590173842e-01       3.862616465838e-01       5.151641010269e-04       2.718265701931e-02       2.781458710628e-02       7.339716639297e-04       2.666796562790e-02 
       1.804809196200e-02      -1.403177443080e+00      -2.205325217718e+01      -2.487779599670e+01      -1.586819506200e+00      -2.376367294267e+01       3.770432603846e-01       3.770654130630e-01       1.361659301499e-03       2.904509017384e-02       2.978203723270e-02       4.274837865160e-04       2.855813184960e-02 
       1.889867230026e-02      -1.481142866967e+00      -2.326934487683e+01      -2.657703805546e+01      -1.566046575429e+00      -2.534082524566e+01       3.677027004562e-01       3.676587468134e-01       1.645861879855e-03       3.099273151498e-02       3.185026078880e-02      -1.634394916421e-04       3.052561234460e-02 
       1.978933916904e-02      -1.551583926513e+00      -2.450193677169e+01      -2.836652172845e+01      -1.494459277063e+00      -2.699363935714e+01       3.581283750718e-01       3.580560308258e-01       1.156232722845e-03       3.302403448762e-02       3.401944686640e-02      -7.223063678619e-04       3.257043265295e-02 
       2.072198158212e-02      -1.561072217591e+00      -2.574295977018e+01      -3.024683663350e+01      -1.390355130226e+00      -2.872066622011e+01       3.483203100722e-01       3.482618222199e-01       4.341016499697e-05       3.513668246351e-02       3.628904913119e-02      -8.761112572257e-04       3.470101381205e-02 
       2.169857715433e-02      -1.482060250427e+00      -2.698357258735e+01      -3.221802523815e+01      -1.296241957361e+00      -3.052062094557e+01       3.382937404553e-01       3.382755560322e-01      -1.143285671386e-03       3.732764972721e-02       3.865776795437e-02      -4.580657820757e-04       3.693091557818e-02 
       2.272119553435e-02      -1.335840288711e+00      -2.821441050791e+01      -3.427953600680e+01      -1.252094974043e+00      -3.239246273275e+01       3.280773789526e-01       3.280989662596e-01      -1.682601566942e-03       3.959318216880e-02       4.112343108819e-02       2.833274824982e-04       3.927035037089e-02 
       2.379200092656e-02      -1.189314015478e+00      -2.942591503685e+01      -3.643021262475e+01      -1.261722083023e+00      -3.433498618870e+01       3.177060022878e-01       3.177445163706e-01      -1.141280936342e-03       4.192889665150e-02       4.368299032191e-02       7.626475559459e-04       4.171698035776e-02 
       2.491325242659e-02      -1.116436480148e+00      -3.060916870610e+01      -3.866846324924e+01      -1.281395300911e+00      -3.634629203687e+01       3.072132670744e-01       3.072413883432e-01       1.969751877159e-04       4.433036700073e-02       4.633291036043e-02       5.077939779423e-04       4.425356195522e-02 
       2.608729979296e-02      -1.141982062233e+00      -3.175600499530e+01      -4.099218148278e+01      -1.252356419513e+00      -3.842315488556e+01       2.966256489309e-01       2.966305773323e-01       1.353241691592e-03       4.679318200791e-02       4.906921791009e-02      -3.112503247617e-04       4.685664845784e-02 
       2.731657061009e-02      -1.212275377909e+00      -3.286118827366e+01      -4.339913635883e+01      -1.159835063739e+00      -4.056186130966e+01       2.859703035657e-01       2.859602636608e-01       1.352908255054e-03       4.931441605560e-02       5.188839634651e-02      -8.678751263675e-04       4.951358369835e-02 
       2.860354259753e-02      -1.233577523254e+00      -3.392194879555e+01      -4.588683553877e+01      -1.058711620002e+00      -4.275898268660e+01       2.752801804626e-01       2.752740934773e-01       2.132708365002e-04       5.189216782431e-02       5.478715343836e-02      -4.793891355931e-04       5.223224329444e-02 
       2.995069243689e-02      -1.163838578672e+00      -3.494089058646e+01      -4.845301498650e+01      -1.019104196227e+00      -4.501315300074e+01       2.646041919999e-01       2.646142215741e-01      -7.862637028074e-04       5.452719018192e-02       5.776328837184e-02       4.555374304147e-04       5.503369540671e-02 
       3.136041079331e-02      -1.070699035152e+00      -3.592679013122e+01      -5.109577340108e+01      -1.036011787314e+00      -4.732524210486e+01       2.540034270530e-01       2.540260327588e-01      -2.774370329966e-04       5.722309735478e-02       6.081582071270e-02       7.056956162308e-04       5.792974862358e-02 
       3.283487376800e-02      -1.067267784156e+00      -3.689667205675e+01      -5.381393175870e+01      -1.024326840738e+00      -4.969781739355e+01       2.435436552353e-01       2.435660088496e-01       1.412346453291e-03       5.998746686739e-02       6.394568280592e-02      -1.529289339600e-04       6.090861219939e-02 
       3.437586605966e-02      -1.163612212761e+00      -3.787705509143e+01      -5.660727331239e+01      -9.380876777689e-01      -5.213438452378e+01       2.332884291293e-01       2.333016887338e-01       2.135626133084e-03       6.283253040774e-02       6.715628250234e-02      -8.367392370020e-04       6.394627313675e-02 
       3.598456295705e-02      -1.216484299765e+00      -3.890588722650e+01      -5.947695735123e+01      -8.524292293773e-01      -5.464010348177e+01       2.233009262521e-01       2.233064128590e-01       4.688955868270e-04       6.577632303964e-02       7.045438209612e-02      -1.626813376560e-04       6.703666895023e-02 
       3.766129778419e-02      -1.090821845912e+00      -4.003238986282e+01      -6.242558933595e+01      -8.460169536044e-01      -5.722318495383e+01       2.136477049558e-01       2.136521583173e-01      -1.936920688365e-03       6.884248704254e-02       7.385017553739e-02       7.174464894919e-04       7.021052984074e-02 
       3.940536525405e-02      -8.507286591856e-01      -4.131682102834e+01      -6.545744061645e+01      -8.556145079598e-01      -5.989660613324e+01       2.044014526957e-01       2.044080059699e-01      -2.163243162579e-03       7.206020617133e-02       7.735750735815e-02       1.368895434378e-04       7.352384713180e-02 
       4.121492932576e-02      -6.890417503487e-01      -4.282734063956e+01      -6.857834772230e+01      -7.911147391733e-01      -6.267775293870e+01       1.956342577781e-01       1.956389914302e-01      -2.099044765362e-04       7.546258361544e-02       8.099335809788e-02      -7.519476316203e-04       7.701441253629e-02 
       4.308710115500e-02      -6.771117828041e-01      -4.463636919612e+01      -7.179569807788e+01      -7.188644127867e-01      -6.558574260247e+01       1.874044967301e-01       1.874033474988e-01       1.163039482634e-03       7.908506744044e-02       8.477741727598e-02      -7.907570101366e-05       8.067030607142e-02 
       4.501821669447e-02      -7.307948925139e-01      -4.681377252342e+01      -7.511788680176e+01      -7.205048146760e-01      -6.863759729024e+01       1.797441242878e-01       1.797406616024e-01       9.150547586422e-04       8.296214419599e-02       8.873060796971e-02       6.578068971862e-04       8.446549308869e-02 
       4.700428015702e-02      -7.614830030987e-01      -4.942020503783e+01      -7.855400248739e+01      -7.200242521945e-01      -7.184755746825e+01       1.726599719190e-01       1.726603108846e-01       3.977907505159e-04       8.712382837270e-02       9.287331666744e-02      -1.712888374382e-04       8.842610452184e-02 
       4.904147764225e-02      -7.573434811505e-01      -5.249889882005e+01      -8.211258125830e+01      -6.566057942857e-01      -7.522824798876e+01       1.661405673952e-01       1.661433562024e-01       2.967629572203e-04       9.159078465627e-02       9.722226393127e-02      -7.919888722655e-04       9.261246056502e-02 
       5.112664043020e-02      -6.409729911646e-01      -5.606958326551e+01      -8.580077989673e+01      -6.406255218325e-01      -7.878844934334e+01       1.601563804581e-01       1.601563804581e-01      -2.495910184554e-05       9.637121911333e-02       1.017884429376e-01      -2.440121378786e-05       9.703932044090e-02 
       5.325756404270e-02      -6.189628334097e-01      -6.012055512014e+01      -8.962076155767e+01      -6.186257084629e-01      -8.253114333152e+01       1.546564271157e-01       1.546564271157e-01      -2.404468668984e-05       1.014585603769e-01       1.065752405725e-01      -2.350104433787e-05       1.016864804052e-01 
       5.543314818428e-02      -5.986206784110e-01      -6.460982371034e+01      -9.357257441287e+01      -5.982930280140e-01      -8.644845888084e+01       1.495732570035e-01       1.495732570035e-01      -2.319125164473e-05       1.068276810374e-01       1.115762382056e-01      -2.266050960028e-05       1.065497391221e-01 
       5.765337945376e-02      -5.796387849380e-01      -6.946017954683e+01      -9.764972107877e+01      -5.793199875447e-01      -9.052332777679e+01       1.448299968862e-01       1.448299968862e-01      -2.239453169508e-05       1.124338566299e-01       1.167733379906e-01      -2.187586444552e-05       1.116076885512e-01 
       5.991920971820e-02      -5.616877005351e-01      -7.455975081203e+01      -1.018389578707e+02      -5.613773864110e-01      -9.472788757079e+01       1.403443466027e-01       1.403443466027e-01      -2.164638212484e-05       1.182130375198e-01       1.221354885793e-01      -2.113947748727e-05       1.168255082752e-01 
       6.223238617731e-02      -5.444381911119e-01      -7.976492239616e+01      -1.061196624134e+02      -5.441362337726e-01      -9.902340833053e+01       1.360340584431e-01       1.360340584431e-01      -2.093974361412e-05       1.240821215735e-01       1.276185061316e-01      -2.044477642053e-05       1.221548612330e-01 
       6.459527569404e-02      -5.275770727670e-01      -8.490529870655e+01      -1.104640235727e+02      -5.272835646928e-01      -1.033612032020e+02       1.318208911732e-01       1.318208911732e-01      -2.026333594888e-05       1.299425901108e-01       1.331658525187e-01      -1.978090581563e-05       1.275350724028e-01 
       6.701070832422e-02      -5.108267515242e-01      -8.979195628812e+01      -1.148373945397e+02      -5.105419721059e-01      -1.076841728767e+02       1.276354930265e-01       1.276354930265e-01      -1.961090080830e-05       1.356833211361e-01       1.387105128893e-01      -1.914196169028e-05       1.328950743617e-01 
       6.948185044353e-02      -4.939573027235e-01      -9.422913864366e+01      -1.192004030661e+02      -4.936816706917e-01      -1.119303117937e+02       1.234204176729e-01       1.234204176729e-01      -1.897149926167e-05       1.411892618518e-01       1.441788186610e-01      -1.851725071257e-05       1.381578132247e-01 
       7.201210859728e-02      -4.768032616754e-01      -9.802937222539e+01      -1.235110515690e+02      -4.765372822793e-01      -1.160367263833e+02       1.191343205698e-01       1.191343205698e-01      -1.834020808121e-05       1.463485297755e-01       1.494953162233e-01      -1.790198383201e-05       1.432452649985e-01 
       7.460506049654e-02      -4.592700260924e-01      -1.010311303559e+02      -1.277282179417e+02      -4.590142292919e-01      -1.199451871678e+02       1.147535573230e-01       1.147535573230e-01      -1.771074468581e-05       1.510641443869e-01       1.545890278980e-01      -1.728987858442e-05       1.480852787417e-01 
       7.726440791687e-02      -4.413446899025e-01      -1.031199452719e+02      -1.318161440816e+02      -4.410995648865e-01      -1.236090139189e+02       1.102748912216e-01       1.102748912216e-01      -1.707986995785e-05       1.552662188188e-01       1.594018374294e-01      -1.667755922329e-05       1.526202110969e-01 
       7.999394624688e-02      -4.230969355404e-01      -1.042494616261e+02      -1.357491064026e+02      -4.228628656805e-01      -1.270001006178e+02       1.057157164201e-01       1.057157164201e-01      -1.644667973350e-05       1.589245792274e-01       1.638966437944e-01      -1.606385044950e-05       1.568154375356e-01 
       8.279754615553e-02      -4.046745735136e-01      -1.044615965175e+02      -1.395166159916e+02      -4.044517735461e-01      -1.301162380080e+02       1.011129433865e-01       1.011129433865e-01      -1.580817410190e-05       1.620625194342e-01       1.680659510087e-01      -1.544534983615e-05       1.606683882249e-01 
       8.567914377262e-02      -3.862981802796e-01      -1.039012725533e+02      -1.431279772580e+02      -3.860866465279e-01      -1.329870857509e+02       9.652166163197e-02       9.652166163197e-02      -1.516667937685e-05       1.647645621701e-01       1.719398295397e-01      -1.482388586149e-05       1.642161714296e-01 
       8.864273665604e-02      -3.682445271996e-01      -1.028246934118e+02      -1.466159886636e+02      -3.680440023112e-01      -1.356784600111e+02       9.201100057780e-02       9.201100057780e-02      -1.452784161476e-05       1.671821300864e-01       1.755914137511e-01      -1.420454293745e-05       1.675408847969e-01 
       9.169238355352e-02      -3.508215712275e-01      -1.015936002747e+02      -1.500383174879e+02      -3.506315309957e-01      -1.382925849010e+02       8.765788274892e-02       8.765788274892e-02      -1.389912511030e-05       1.695308091026e-01       1.791378600114e-01      -1.359420822360e-05       1.707699801769e-01 
       9.483220654221e-02      -3.343361411480e-01      -1.006541457099e+02      -1.534758291853e+02      -3.341558059195e-01      -1.409635115342e+02       8.353895147988e-02       8.353895147988e-02      -1.328614991115e-05       1.720798219708e-01       1.827352705457e-01      -1.299795896149e-05       1.740705629332e-01 
       9.806639456057e-02      -3.190616500818e-01      -1.004983242052e+02      -1.570271236559e+02      -3.188900282230e-01      -1.438467794167e+02       7.972250705574e-02       7.972250705574e-02      -1.269740524241e-05       1.751262988861e-01       1.865673270353e-01      -1.242384905872e-05       1.776363016494e-01 
       1.013992076638e-01      -3.051998471518e-01      -1.016057130515e+02      -1.607984183477e+02      -3.050358068577e-01      -1.471022742953e+02       7.625895171444e-02       7.625895171444e-02      -1.214102422919e-05       1.789609244635e-01       1.908252653331e-01      -1.187974075150e-05       1.816660191594e-01 
       1.048349815618e-01      -2.928484779366e-01      -1.043712766627e+02      -1.648895435003e+02      -2.926908435932e-01      -1.508717841740e+02       7.317271089830e-02       7.317271089830e-02      -1.162421376631e-05       1.838236730348e-01       1.956816131128e-01      -1.137278423314e-05       1.863357338858e-01 
       1.083781321612e-01      -2.819753372101e-01      -1.090227383162e+02      -1.693769601965e+02      -2.818230001150e-01      -1.552525318004e+02       7.045575002874e-02       7.045575002874e-02      -1.114903116330e-05       1.898568345467e-01       2.012586585754e-01      -1.090521790993e-05       1.917660215376e-01 
       1.120331599514e-01      -2.724101665098e-01      -1.155468983505e+02      -1.742959038502e+02      -2.722621995664e-01      -1.602713520245e+02       6.806554989161e-02       6.806554989161e-02      -1.071430751223e-05       1.970578604757e-01       2.075974114308e-01      -1.047629738960e-05       1.979897483443e-01 
       1.158046541549e-01      -2.638557638861e-01      -1.236363644186e+02      -1.796245370923e+02      -2.637115259631e-01      -1.658636184689e+02       6.592788149077e-02       6.592788149077e-02      -1.031993514210e-05       2.052417854568e-01       2.146322543661e-01      -1.008656001740e-05       2.049258601610e-01 
       1.196972966272e-01      -2.559138184928e-01      -1.326741672191e+02      -1.852753629603e+02      -2.557730216813e-01      -1.718638751530e+02       6.394325542034e-02       6.394325542034e-02      -9.957517447060e-06       2.140396397496e-01       2.221768736858e-01      -9.728380720856e-06       2.123677365299e-01 
       1.237158655318e-01      -2.481402526879e-01      -1.417805498592e+02      -1.910961146702e+02      -2.480029867873e-01      -1.780136809726e+02       6.200074669683e-02       6.200074669683e-02      -9.619522896946e-06       2.229178341704e-01       2.299323530587e-01      -9.395038322408e-06       2.199926716554e-01 
       1.278652388537e-01      -2.401084442298e-01      -1.499262693922e+02      -1.968866852866e+02      -2.399751364531e-01      -1.839926994422e+02       5.999378411327e-02       5.999378411327e-02      -9.289491168893e-06       2.312548966048e-01       2.375204549450e-01      -9.070772274234e-06       2.274004140569e-01 
       1.321503978387e-01      -2.314947454018e-01      -1.561162587614e+02      -2.024312926726e+02      -2.313660635012e-01      -1.894729604745e+02       5.784151587530e-02       5.784151587530e-02      -8.959517182492e-06       2.384430039971e-01       2.445498939040e-01      -8.748160599120e-06       2.341821882380e-01 
       1.365764304701e-01      -2.221371123086e-01      -1.596140616637e+02      -2.075443279705e+02      -2.220138094300e-01      -1.941905235755e+02       5.550345235749e-02       5.550345235749e-02      -8.617056127556e-06       2.440367652492e-01       2.506977060218e-01      -8.414791946193e-06       2.400090724134e-01 
       1.411485351081e-01      -2.120940919045e-01      -1.601735265997e+02      -2.121226939963e+02      -2.119768276520e-01      -1.980235580098e+02       5.299420691300e-02       5.299420691300e-02      -8.264990604733e-06       2.478848047488e-01       2.558109272137e-01      -8.073306720849e-06       2.447342510486e-01 
       1.458720244397e-01      -2.016253297645e-01      -1.581976275882e+02      -2.161857112667e+02      -2.015144967110e-01      -2.010491619318e+02       5.037862417776e-02       5.037862417776e-02      -7.903619387785e-06       2.502339578370e-01       2.599639514557e-01      -7.723386937595e-06       2.484552108496e-01 
       1.507523298933e-01      -1.911555430347e-01      -1.547719396433e+02      -2.198970714670e+02      -1.910511422904e-01      -2.035664244038e+02       4.776278557261e-02       4.776278557261e-02      -7.537242782047e-06       2.517481012957e-01       2.634963698572e-01      -7.368464386797e-06       2.515472553966e-01 
       1.557950066916e-01      -1.811831515600e-01      -1.515153608954e+02      -2.235497082867e+02      -1.810847532390e-01      -2.060613386296e+02       4.527118830974e-02       4.527118830974e-02      -7.176101750661e-06       2.534140525135e-01       2.669732507303e-01      -7.017848613945e-06       2.546171305293e-01 
       1.610057397248e-01      -1.721596902906e-01      -1.502259217607e+02      -2.275089831727e+02      -1.720664989062e-01      -2.091064297141e+02       4.301662472655e-02       4.301662472655e-02      -6.832842622261e-06       2.563275275825e-01       2.710720806318e-01      -6.683419087135e-06       2.583791273806e-01 
       1.663903504398e-01      -1.643609325552e-01      -1.523787198631e+02      -2.321130803666e+02      -1.642719532128e-01      -2.132028653305e+02       4.106798830321e-02       4.106798830321e-02      -6.516510934795e-06       2.613859186782e-01       2.763940290781e-01      -6.373826858515e-06       2.634557961341e-01 
       1.719548049511e-01      -1.578006282311e-01      -1.585987191733e+02      -2.375596965488e+02      -1.577148992809e-01      -2.186075251630e+02       3.942872482023e-02       3.942872482023e-02      -6.232329853219e-06       2.689626638112e-01       2.832595766730e-01      -6.094409078976e-06       2.701632105840e-01 
       1.777052235917e-01      -1.522109646325e-01      -1.682950643291e+02      -2.438117582125e+02      -1.521277924826e-01      -2.252002088818e+02       3.803194812064e-02       3.803194812064e-02      -5.979561272756e-06       2.786844437047e-01       2.915463189190e-01      -5.845040947790e-06       2.783459114704e-01 
       1.836478921350e-01      -1.471273663290e-01      -1.796796917583e+02      -2.505856440101e+02      -1.470464771624e-01      -2.324768262294e+02       3.676161929059e-02       3.676161929059e-02      -5.750433654727e-06       2.894643924202e-01       3.006822621977e-01      -5.618874920836e-06       2.873764721898e-01 
       1.897892749296e-01      -1.420238637993e-01      -1.902071251843e+02      -2.574056264736e+02      -1.419454309076e-01      -2.396608436859e+02       3.548635772691e-02       3.548635772691e-02      -5.534064105216e-06       2.997597601301e-01       3.097653825621e-01      -5.405987114518e-06       2.962912345731e-01 
       1.961360302056e-01      -1.364360902257e-01      -1.973406832717e+02      -2.636827833911e+02      -1.363606409450e-01      -2.458843954848e+02       3.409016023624e-02       3.409016023624e-02      -5.315751810386e-06       3.079649631814e-01       3.177369976368e-01      -5.192397490014e-06       3.039900628863e-01 
       2.026950278259e-01      -1.302173514419e-01      -1.997379359905e+02      -2.690506474320e+02      -1.301454923368e-01      -2.506433350605e+02       3.253637308420e-02       3.253637308420e-02      -5.087747599111e-06       3.132564009155e-01       3.239757106775e-01      -4.970483636731e-06       3.098451186659e-01 
       2.094733697770e-01      -1.235872066207e-01      -1.979833988664e+02      -2.735543419270e+02      -1.235193227299e-01      -2.540634876485e+02       3.087983068247e-02       3.087983068247e-02      -4.850908991605e-06       3.160512342503e-01       3.286246291925e-01      -4.740594804169e-06       3.140352486053e-01 
       2.164784137155e-01      -1.170079573771e-01      -1.945325700047e+02      -2.776413353567e+02      -1.169440228077e-01      -2.568845681923e+02       2.923600570194e-02       2.923600570194e-02      -4.614367309405e-06       3.179064589681e-01       3.325572785396e-01      -4.510963842693e-06       3.175031499070e-01 
       2.237177999170e-01      -1.109481993361e-01      -1.927227301470e+02      -2.819435503140e+02      -1.108877841747e-01      -2.601313793883e+02       2.772194604367e-02       2.772194604367e-02      -4.386594882453e-06       3.208354121669e-01       3.369610555328e-01      -4.289191101032e-06       3.215147190641e-01 
       2.311994820103e-01      -1.057078898774e-01      -1.952757445709e+02      -2.870458748011e+02      -1.056503310970e-01      -2.646966370506e+02       2.641258277425e-02       2.641258277425e-02      -4.177116979054e-06       3.264529419849e-01       3.428855601701e-01      -4.084322593975e-06       3.271641232771e-01 
