# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   4.584218e+00   9.900990e-03   5.231737e+00   0.000000e+00   -nan
      1   4.675902e+00   1.030099e-02   5.129155e+00   0.000000e+00   -nan
      2   4.769420e+00   1.071715e-02   5.028584e+00   0.000000e+00   -nan
      3   4.864808e+00   1.115012e-02   4.929985e+00   0.000000e+00   -nan
      4   4.962104e+00   1.160059e-02   4.833320e+00   0.000000e+00   -nan
      5   5.061346e+00   1.206925e-02   4.738550e+00   0.000000e+00   -nan
      6   5.162573e+00   1.255685e-02   4.645639e+00   0.000000e+00   -nan
      7   5.265824e+00   1.306415e-02   4.554549e+00   0.000000e+00   -nan
      8   5.371140e+00   1.359194e-02   4.465246e+00   0.000000e+00   -nan
      9   5.478563e+00   1.414105e-02   4.377694e+00   0.000000e+00   -nan
     10   5.588134e+00   1.471235e-02   4.291859e+00   0.000000e+00   -nan
     11   5.699896e+00   1.530673e-02   4.207707e+00   0.000000e+00   -nan
     12   5.813893e+00   1.592512e-02   4.125206e+00   0.000000e+00   -nan
     13   5.930171e+00   1.656850e-02   4.044322e+00   0.000000e+00   -nan
     14   6.048774e+00   1.723787e-02   3.965025e+00   0.000000e+00   -nan
     15   6.169748e+00   1.793428e-02   3.887282e+00   0.000000e+00   -nan
     16   6.293142e+00   1.865882e-02   3.811065e+00   0.000000e+00   -nan
     17   6.419004e+00   1.941264e-02   3.736342e+00   0.000000e+00   -nan
     18   6.547383e+00   2.019691e-02   3.663085e+00   0.000000e+00   -nan
     19   6.678330e+00   2.101286e-02   3.591265e+00   0.000000e+00   -nan
     20   6.811895e+00   2.186178e-02   3.520853e+00   0.000000e+00   -nan
     21   6.948131e+00   2.274500e-02   3.451823e+00   0.000000e+00   -nan
     22   7.087092e+00   2.366390e-02   3.384147e+00   0.000000e+00   -nan
     23   7.228832e+00   2.461992e-02   3.317799e+00   0.000000e+00   -nan
     24   7.373406e+00   2.561457e-02   3.252752e+00   0.000000e+00   -nan
     25   7.520871e+00   2.664940e-02   3.188981e+00   0.000000e+00   -nan
     26   7.671285e+00   2.772604e-02   3.126462e+00   0.000000e+00   -nan
     27   7.824707e+00   2.884617e-02   3.065170e+00   0.000000e+00   -nan
     28   7.981197e+00   3.001156e-02   3.005081e+00   0.000000e+00   -nan
     29   8.140816e+00   3.122403e-02   2.946171e+00   0.000000e+00   -nan
     30   8.303627e+00   3.248548e-02   2.888418e+00   0.000000e+00   -nan
     31   8.469693e+00   3.379790e-02   2.831798e+00   0.000000e+00   -nan
     32   8.639079e+00   3.516334e-02   2.776291e+00   0.000000e+00   -nan
     33   8.811852e+00   3.658394e-02   2.721874e+00   0.000000e+00   -nan
     34   8.988079e+00   3.806194e-02   2.668526e+00   0.000000e+00   -nan
     35   9.167829e+00   3.959965e-02   2.616226e+00   0.000000e+00   -nan
     36   9.351173e+00   4.119948e-02   2.564954e+00   0.000000e+00   -nan
     37   9.538181e+00   4.286395e-02   2.514690e+00   0.000000e+00   -nan
     38   9.725681e+00   4.456591e-02   2.466238e+00   0.000000e+00   -nan
     39   9.913181e+00   4.630102e-02   2.419621e+00   0.000000e+00   -nan
     40   1.010068e+01   4.806930e-02   2.374738e+00   0.000000e+00   -nan
     41   1.028818e+01   4.987074e-02   2.331493e+00   0.000000e+00   -nan
     42   1.047568e+01   5.170536e-02   2.289800e+00   0.000000e+00   -nan
     43   1.066318e+01   5.357315e-02   2.249577e+00   0.000000e+00   -nan
     44   1.085068e+01   5.547412e-02   2.210747e+00   0.000000e+00   -nan
     45   1.103818e+01   5.740828e-02   2.173241e+00   0.000000e+00   -nan
     46   1.122568e+01   5.937563e-02   2.136991e+00   0.000000e+00   -nan
     47   1.141318e+01   6.137619e-02   2.101937e+00   0.000000e+00   -nan
     48   1.160068e+01   6.340996e-02   2.068020e+00   0.000000e+00   -nan
     49   1.178818e+01   6.547694e-02   2.035187e+00   0.000000e+00   -nan
     50   1.197568e+01   6.757715e-02   2.003387e+00   0.000000e+00   -nan
     51   1.216318e+01   6.971060e-02   1.972573e+00   0.000000e+00   -nan
     52   1.235068e+01   7.187729e-02   1.942699e+00   0.000000e+00   -nan
     53   1.253818e+01   7.407725e-02   1.913725e+00   0.000000e+00   -nan
     54   1.272568e+01   7.631047e-02   1.885611e+00   0.000000e+00   -nan
     55   1.291318e+01   7.857698e-02   1.858319e+00   0.000000e+00   -nan
     56   1.310068e+01   8.087679e-02   1.831814e+00   0.000000e+00   -nan
     57   1.328818e+01   8.320992e-02   1.806065e+00   0.000000e+00   -nan
     58   1.347568e+01   8.557638e-02   1.781039e+00   0.000000e+00   -nan
     59   1.366318e+01   8.797619e-02   1.756708e+00   0.000000e+00   -nan
     60   1.385068e+01   9.040937e-02   1.733042e+00   0.000000e+00   -nan
     61   1.403818e+01   9.287594e-02   1.710017e+00   0.000000e+00   -nan
