# Matter power spectrum P(k) at redshift z=100
# for k=1.03856e-05 to 223.529 h/Mpc,
# number of wavenumbers equal to 388
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.038559291337e-05       1.042010245869e-02 
       1.087505082803e-05       1.220874983637e-02 
       1.138757618353e-05       1.139726298836e-02 
       1.192425611488e-05       1.118572985014e-02 
       1.248622899217e-05       1.549841191312e-02 
       1.307468683520e-05       3.930079239256e-04 
       1.369087784196e-05       4.952031121490e-04 
       1.433610903619e-05       7.287219852929e-04 
       1.501174903977e-05       1.147092108157e-03 
       1.571923097572e-05       1.608641946107e-03 
       1.646005550808e-05       1.950060659917e-03 
       1.723579402501e-05       2.346028817366e-03 
       1.804809197192e-05       2.886896426797e-03 
       1.889867234164e-05       3.465167932777e-03 
       1.978933932919e-05       6.200837234014e-03 
       2.072198215866e-05       6.550258865168e-03 
       2.169857909054e-05       8.652423526044e-03 
       2.272120161784e-05       9.792459059501e-03 
       2.379201886006e-05       1.058766106695e-02 
       2.491330216414e-05       1.087777158330e-02 
       2.608742992229e-05       1.115232033195e-02 
       2.731689261691e-05       1.105636232268e-02 
       2.860429810320e-05       1.264376107796e-02 
       2.995237714082e-05       1.334676977916e-02 
       3.136398918614e-05       1.420745715214e-02 
       3.284212845757e-05       1.528249922888e-02 
       3.438993028667e-05       1.646798803687e-02 
       3.601067776866e-05       1.764150876355e-02 
       3.770780872622e-05       1.897907672673e-02 
       3.948492300167e-05       2.026176178176e-02 
       4.134579009264e-05       2.691952029102e-02 
       4.329435714772e-05       2.733060696203e-02 
       4.533475733889e-05       2.735233615562e-02 
       4.747131862852e-05       2.852020122679e-02 
       4.970857294954e-05       2.827451682602e-02 
       5.205126581833e-05       2.985172639086e-02 
       5.450436640056e-05       3.113156482790e-02 
       5.707307805146e-05       3.298504325832e-02 
       5.976284935282e-05       3.479759316655e-02 
       6.257938567020e-05       3.646796227652e-02 
       6.552866125475e-05       3.912694098613e-02 
       6.861693191541e-05       4.185657523383e-02 
       7.185074828829e-05       4.397074339070e-02 
       7.523696973149e-05       4.615056540521e-02 
       7.878277887468e-05       4.909274333489e-02 
       8.249569685446e-05       5.148470134296e-02 
       8.638359926766e-05       5.631918400879e-02 
       9.045473287655e-05       5.840755262790e-02 
       9.471773310136e-05       6.082605831792e-02 
       9.918164233710e-05       6.328374649433e-02 
       1.038559291337e-04       6.565697298592e-02 
       1.087505082803e-04       6.850952358551e-02 
       1.138757618353e-04       7.148934971358e-02 
       1.192425611488e-04       7.477275036683e-02 
       1.248622899217e-04       7.819125309413e-02 
       1.307468683520e-04       8.148878340545e-02 
       1.369087784196e-04       8.532891736053e-02 
       1.433610903619e-04       8.912350361292e-02 
       1.501174903977e-04       9.305809601477e-02 
       1.571923097572e-04       9.689623832194e-02 
       1.646005550808e-04       1.013186553250e-01 
       1.723579402501e-04       1.059398017644e-01 
       1.804809197192e-04       1.110143269517e-01 
       1.889867234164e-04       1.159705464095e-01 
       1.978933932919e-04       1.208912110532e-01 
       2.072198215866e-04       1.260888325315e-01 
       2.169857909054e-04       1.318051570362e-01 
       2.272120161784e-04       1.376825581493e-01 
       2.379201886006e-04       1.440720852418e-01 
       2.491330216414e-04       1.505878732204e-01 
       2.608742992229e-04       1.573593958895e-01 
       2.731689261691e-04       1.646195417353e-01 
       2.860429810320e-04       1.720698141416e-01 
       2.995237714082e-04       1.798249170047e-01 
       3.136398918614e-04       1.879462118648e-01 
       3.284212845757e-04       1.964230199435e-01 
       3.438993028667e-04       2.053362339031e-01 
       3.601067776866e-04       2.146222691432e-01 
       3.770780872622e-04       2.243506801296e-01 
       3.948492300167e-04       2.344290686025e-01 
       4.134579009264e-04       2.451125179105e-01 
       4.329435714772e-04       2.562316834600e-01 
       4.533475733889e-04       2.678281089930e-01 
       4.747131862852e-04       2.800343052295e-01 
       4.970857294954e-04       2.926417771456e-01 
       5.205126581833e-04       3.058655163657e-01 
       5.450436640056e-04       3.196545572469e-01 
       5.707307805146e-04       3.341547473435e-01 
       5.976284935282e-04       3.492411464444e-01 
       6.257938567020e-04       3.651018089774e-01 
       6.552866125475e-04       3.815990175493e-01 
       6.861693191541e-04       3.988599998323e-01 
       7.185074828829e-04       4.168952616424e-01 
       7.523696973149e-04       4.356949809027e-01 
       7.878277887468e-04       4.553991548179e-01 
       8.249569685446e-04       4.759442521470e-01 
       8.638359926766e-04       4.973641774430e-01 
       9.045473287655e-04       5.197775330071e-01 
       9.471773310136e-04       5.431759547474e-01 
       9.918164233710e-04       5.675801223174e-01 
       1.038559291337e-03       5.931038896934e-01 
       1.087505082803e-03       6.197241179633e-01 
       1.138757618353e-03       6.474920322079e-01 
       1.192425611488e-03       6.765003342376e-01 
       1.248622899217e-03       7.067684884341e-01 
       1.307468683520e-03       7.383162033369e-01 
       1.369087784196e-03       7.712195723940e-01 
       1.433610903619e-03       8.055890560009e-01 
       1.501174903977e-03       8.413449037126e-01 
       1.571923097572e-03       8.786354996589e-01 
       1.646005550808e-03       9.174766442163e-01 
       1.723579402501e-03       9.579335844229e-01 
       1.804809197192e-03       1.000068376602e+00 
       1.889867234164e-03       1.043914429356e+00 
       1.978933932919e-03       1.089531490165e+00 
       2.072198215866e-03       1.136970628146e+00 
       2.169857909054e-03       1.186257177216e+00 
       2.272120161784e-03       1.237470165742e+00 
       2.379201886006e-03       1.290640574610e+00 
       2.491330216414e-03       1.345792523516e+00 
       2.608742992229e-03       1.402982842146e+00 
       2.731689261691e-03       1.462218415708e+00 
       2.860429810320e-03       1.523537184160e+00 
       2.995237714082e-03       1.586951180068e+00 
       3.136398918614e-03       1.652458529902e+00 
       3.284212845757e-03       1.720066988814e+00 
       3.438993028667e-03       1.789756117492e+00 
       3.601067776866e-03       1.861495582745e+00 
       3.770780872622e-03       1.935253143416e+00 
       3.948492300167e-03       2.010967376812e+00 
       4.134579009264e-03       2.088569471377e+00 
       4.329435714772e-03       2.167968433835e+00 
       4.533475733889e-03       2.249054299048e+00 
       4.747131862852e-03       2.331697808918e+00 
       4.970857294954e-03       2.415751010512e+00 
       5.205126581833e-03       2.501041733973e+00 
       5.450436640056e-03       2.587374841758e+00 
       5.707307805146e-03       2.674533709287e+00 
       5.976284935282e-03       2.762283787063e+00 
       6.257938567020e-03       2.850361740429e+00 
       6.552866125475e-03       2.938489126755e+00 
       6.861693191541e-03       3.026370585728e+00 
       7.185074828829e-03       3.113685431914e+00 
       7.523696973149e-03       3.200108617757e+00 
       7.878277887468e-03       3.285294262012e+00 
       8.249569685446e-03       3.368873998559e+00 
       8.638359926766e-03       3.450487961220e+00 
       9.045473287655e-03       3.529758186304e+00 
       9.471773310136e-03       3.606280540450e+00 
       9.918164233710e-03       3.679644877157e+00 
       1.038559291337e-02       3.749431159365e+00 
       1.087505082803e-02       3.815184458122e+00 
       1.138757618353e-02       3.876442176725e+00 
       1.192425611488e-02       3.932709225946e+00 
       1.248622899217e-02       3.983469483149e+00 
       1.307468683520e-02       4.028177489399e+00 
       1.369087784196e-02       4.066274986011e+00 
       1.433610903619e-02       4.097191076331e+00 
       1.501174903975e-02       4.120356138826e+00 
       1.571923097563e-02       4.135220463754e+00 
       1.646005550763e-02       4.141257745436e+00 
       1.723579402282e-02       4.137980082037e+00 
       1.804809196200e-02       4.124977112046e+00 
       1.889867230026e-02       4.101880898834e+00 
       1.978933916904e-02       4.068422299574e+00 
       2.072198158212e-02       4.024412860246e+00 
       2.169857715433e-02       3.969787424134e+00 
       2.272119553435e-02       3.904617543484e+00 
       2.379200092656e-02       3.829126855723e+00 
       2.491325242659e-02       3.743742637616e+00 
       2.608729979296e-02       3.649059018539e+00 
